operating_point_label,config_id,method,reduction_ratio_label,context_accuracy,anomaly_rate,D,F,M,structured_distractor_count,component_flip_rate,candidate_subset_size,trials,target_recovery_rate,distractor_capture_rate,hybrid_spurious_rate,unsettled_rate,exact_recovery_rate,exact_recovery_ci_low,exact_recovery_ci_high,per_factor_recovery_rate,false_consensus_rate,false_consensus_ci_low,false_consensus_ci_high,false_consensus_distractor_capture_share,false_consensus_hybrid_spurious_share,unsettled_failure_rate,unsettled_failure_ci_low,unsettled_failure_ci_high,stable_prediction_rate,truth_inclusion_probability,mean_candidate_recall,mean_candidate_precision_proxy,conditional_accuracy_given_all_truth_included,truth_absent_failure_rate,truth_present_failure_rate,mean_iterations_used,median_iterations_used,mean_normalized_margin,mean_normalized_reconstruction_similarity,mean_candidate_evaluations_proxy,mean_element_operations_proxy,mean_anomaly_count,context_prediction_correct_rate,schema_version,similarity_metric,master_seed,python_version,torch_version,torchhd_version,platform,paired_exact_recovery_delta_vs_global,paired_false_consensus_delta_vs_global,paired_target_recovery_delta_vs_global,paired_exact_recovery_regret_vs_oracle_truth_included,paired_candidate_recall_regret_vs_oracle_truth_included,paired_candidate_recall_delta_vs_random_unconditional,paired_exact_recovery_delta_vs_random_unconditional
BORDERLINE,D1024_F3_M5_SD2,global,full,,0.0,1024,3,5,2,0.0,5,128,0.2421875,0.359375,0.140625,0.2578125,0.2421875,0.1761863228611377,0.3232129562738243,0.5026041666666666,0.5,0.41465072364379996,0.5853492763562,0.71875,0.28125,0.2578125,0.1898679228255961,0.33987079393755,0.7421875,1.0,1.0,0.2,0.2421875,0.0,0.7578125,6.3671875,4.0,0.6885097966684649,0.3603953839847236,95.5078125,97800.0,0.0,,level1-baseline-v3,cosine,22260614,3.14.5,2.12.0+cpu,5.8.4,Windows-11-10.0.26100-SP0,0.0,0.0,0.0,,,,
COLLAPSE,D1024_F4_M10_SD0,global,full,,0.0,1024,4,10,0,0.0,10,128,0.1484375,0.0,0.03125,0.8203125,0.1484375,0.09713386823483508,0.22022878513102215,0.330078125,0.03125,0.012218067575115642,0.07759880357936064,0.0,1.0,0.8203125,0.7447821997086049,0.8771762716691697,0.1796875,1.0,1.0,0.1,0.1484375,0.0,0.8515625,10.8203125,12.0,0.3588205306805321,0.1433563232421875,432.8125,443200.0,0.0,,level1-baseline-v3,cosine,22260614,3.14.5,2.12.0+cpu,5.8.4,Windows-11-10.0.26100-SP0,0.0,0.0,0.0,,,,
EASY,D256_F3_M5_SD0,global,full,,0.0,256,3,5,0,0.0,5,128,0.9921875,0.0,0.0078125,0.0,0.9921875,0.9570726816506786,0.998619603637121,0.9947916666666666,0.0078125,0.0013803963628788857,0.04292731834932121,0.0,1.0,0.0,0.0,0.029137995898108032,1.0,1.0,1.0,0.2,0.9921875,0.0,0.0078125,3.1875,3.0,0.9293009440104166,0.99176025390625,47.8125,12240.0,0.0,,level1-baseline-v3,cosine,22260614,3.14.5,2.12.0+cpu,5.8.4,Windows-11-10.0.26100-SP0,0.0,0.0,0.0,,,,
