schema_version,method_id,config_id,corruption_probability,query_subset,decoder_contract_recall_at_32,decoder_contract_acceptance_coverage,exact_trace_recall_at_32,exact_trace_acceptance_coverage,candidate_set_size_median,candidate_set_size_p95,candidate_reduction_ratio,total_query_latency_sec_p50,total_query_latency_sec_p95,total_query_latency_sec_p99
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B6_a1s2_multi_table_lsh,0.0,non_ambiguous_contract,0.95,0,0,0,25.0,26.0,0.9976252083333333,0.005099600064568222,0.0057648300018627195,0.00613831095979549
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B6_a1s2_multi_table_lsh,0.01,non_ambiguous_contract,0.925,0.0020833333333333333,0,0.0020833333333333333,25.0,26.0,0.9976270833333334,0.005076900008134544,0.005698624963406473,0.00628119597560726
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B6_a1s2_multi_table_lsh,0.03,non_ambiguous_contract,0.9083333333333333,0.004166666666666667,0.004166666666666667,0.004166666666666667,25.0,26.0,0.9976239583333333,0.00507074996130541,0.005733424890786409,0.0061613720864988845
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B6_a1s2_multi_table_lsh,0.05,non_ambiguous_contract,0.9270833333333334,0,0,0,25.0,26.0,0.9976360416666666,0.00505305000115186,0.005768155033001676,0.00613036404014565
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B6_a1s2_multi_table_lsh,0.1,non_ambiguous_contract,0.9125,0,0.0020833333333333333,0,25.0,26.0,0.9976316666666667,0.005059299874119461,0.005766410124488175,0.006319439990911632
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B6_a1s2_multi_table_lsh,0.15,non_ambiguous_contract,0.9333333333333333,0,0.004166666666666667,0,26.0,26.0,0.9976116666666667,0.005078800022602081,0.005775349971372633,0.0059860359213780604
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B7_margin_aware_multi_probe_lsh,0.0,non_ambiguous_contract,0.94375,0.004166666666666667,0.004166666666666667,0.004166666666666667,39.0,40.0,0.9963245833333333,0.007656599918846041,0.008661334950011222,0.009183935021283101
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B7_margin_aware_multi_probe_lsh,0.01,non_ambiguous_contract,0.94375,0.0020833333333333333,0.0020833333333333333,0.0020833333333333333,39.0,40.0,0.996289375,0.007681049930397421,0.008750114921713247,0.010266247070394422
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B7_margin_aware_multi_probe_lsh,0.03,non_ambiguous_contract,0.93125,0.0020833333333333333,0.0020833333333333333,0.0020833333333333333,38.5,40.0,0.9963195833333334,0.007718300039414316,0.008842679928056896,0.01063811200321649
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B7_margin_aware_multi_probe_lsh,0.05,non_ambiguous_contract,0.94375,0.004166666666666667,0.00625,0.004166666666666667,39.0,40.0,0.9962708333333333,0.007713250000961125,0.008819294982822612,0.010758774004643774
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B7_margin_aware_multi_probe_lsh,0.1,non_ambiguous_contract,0.9520833333333333,0,0.00625,0,39.0,40.0,0.9963170833333334,0.0077184499823488295,0.008729304879670961,0.01077695701504125
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B7_margin_aware_multi_probe_lsh,0.15,non_ambiguous_contract,0.94375,0,0.004166666666666667,0,39.0,40.0,0.996278125,0.0077318999683484435,0.008684584888396784,0.00959930296754464
lazy-semantic-trace-stage-a1-dev-v1,B3_stage_a_four_table_lsh,B3_stage_a_four_table_lsh,0.0,non_ambiguous_contract,1,1,1,0.9333333333333333,11.0,18.0,0.9988416666666666,0.0026707000215537846,0.004138319951016454,0.004617625948740167
lazy-semantic-trace-stage-a1-dev-v1,B3_stage_a_four_table_lsh,B3_stage_a_four_table_lsh,0.01,non_ambiguous_contract,0.9729166666666667,0.9083333333333333,0.9083333333333333,0.8458333333333333,11.0,18.0,0.9988616666666666,0.0026097999652847648,0.004059920157305894,0.004652455981122328
lazy-semantic-trace-stage-a1-dev-v1,B3_stage_a_four_table_lsh,B3_stage_a_four_table_lsh,0.03,non_ambiguous_contract,0.9375,0.6979166666666666,0.6979166666666666,0.6583333333333333,11.0,17.049999999999955,0.99890625,0.0025371499941684306,0.00399402990587987,0.0047047719685360785
lazy-semantic-trace-stage-a1-dev-v1,B3_stage_a_four_table_lsh,B3_stage_a_four_table_lsh,0.05,non_ambiguous_contract,0.8875,0.45625,0.50625,0.42916666666666664,11.0,17.0,0.99891125,0.0025374999968335032,0.003986410074867306,0.0044925810256972905
lazy-semantic-trace-stage-a1-dev-v1,B3_stage_a_four_table_lsh,B3_stage_a_four_table_lsh,0.1,non_ambiguous_contract,0.8333333333333334,0,0.24791666666666667,0,10.0,17.0,0.998956875,0.002375700103584677,0.003753505047643556,0.004564605016494169
lazy-semantic-trace-stage-a1-dev-v1,B3_stage_a_four_table_lsh,B3_stage_a_four_table_lsh,0.15,non_ambiguous_contract,0.7979166666666667,0,0.11458333333333333,0,10.0,16.0,0.9989733333333334,0.002401400124654174,0.0037182151107117514,0.004542567965108901
lazy-semantic-trace-stage-a1-dev-v1,B4_a1p_multi_table_lsh,B4_a1p_multi_table_lsh,0.0,non_ambiguous_contract,1,1,1,0.9333333333333333,47.0,60.049999999999955,0.9952108333333334,0.010098950006067753,0.013010019867215302,0.013986960934707894
lazy-semantic-trace-stage-a1-dev-v1,B4_a1p_multi_table_lsh,B4_a1p_multi_table_lsh,0.01,non_ambiguous_contract,1,1,1,0.9333333333333333,47.0,61.0,0.9952108333333334,0.010250149935018271,0.012986580107826733,0.014749402933521187
lazy-semantic-trace-stage-a1-dev-v1,B4_a1p_multi_table_lsh,B4_a1p_multi_table_lsh,0.03,non_ambiguous_contract,1,0.9875,0.9875,0.9208333333333333,47.0,60.0,0.9953127083333333,0.010154100018553436,0.012980519991833715,0.01592200800660063
lazy-semantic-trace-stage-a1-dev-v1,B4_a1p_multi_table_lsh,B4_a1p_multi_table_lsh,0.05,non_ambiguous_contract,0.9958333333333333,0.8,0.9354166666666667,0.75625,48.0,61.0,0.99521125,0.01016809995053336,0.012845940131228417,0.015123038921738042
lazy-semantic-trace-stage-a1-dev-v1,B4_a1p_multi_table_lsh,B4_a1p_multi_table_lsh,0.1,non_ambiguous_contract,0.9729166666666667,0.0020833333333333333,0.675,0.0020833333333333333,46.0,59.0,0.9952972916666667,0.010193850030191243,0.012958819948835297,0.017407877927180366
lazy-semantic-trace-stage-a1-dev-v1,B4_a1p_multi_table_lsh,B4_a1p_multi_table_lsh,0.15,non_ambiguous_contract,0.9708333333333333,0,0.44375,0,46.0,59.049999999999955,0.9953885416666667,0.00993570004357025,0.013229029910871758,0.014909554073819886
lazy-semantic-trace-stage-a1-dev-v1,B5_a1s1_multi_table_lsh,B5_a1s1_multi_table_lsh,0.0,non_ambiguous_contract,1,1,1,0.9333333333333333,78.0,95.04999999999995,0.9922039583333333,0.01587925001513213,0.019297465105773876,0.02078019602224231
lazy-semantic-trace-stage-a1-dev-v1,B5_a1s1_multi_table_lsh,B5_a1s1_multi_table_lsh,0.01,non_ambiguous_contract,1,1,1,0.9333333333333333,78.0,96.0,0.9921935416666666,0.01587990002008155,0.01938810502178967,0.020282160986680533
lazy-semantic-trace-stage-a1-dev-v1,B5_a1s1_multi_table_lsh,B5_a1s1_multi_table_lsh,0.03,non_ambiguous_contract,1,0.9854166666666667,0.9854166666666667,0.9208333333333333,77.0,94.0,0.9923170833333333,0.015775750041939318,0.019567509950138624,0.021780837995465843
lazy-semantic-trace-stage-a1-dev-v1,B5_a1s1_multi_table_lsh,B5_a1s1_multi_table_lsh,0.05,non_ambiguous_contract,0.99375,0.8,0.9395833333333333,0.7583333333333333,77.0,96.04999999999995,0.992205625,0.01575444999616593,0.01976023504976183,0.021034779970068484
lazy-semantic-trace-stage-a1-dev-v1,B5_a1s1_multi_table_lsh,B5_a1s1_multi_table_lsh,0.1,non_ambiguous_contract,0.975,0.0020833333333333333,0.6895833333333333,0.0020833333333333333,77.0,94.04999999999995,0.9922766666666667,0.015549350006040186,0.019713349925586952,0.023341558959800727
lazy-semantic-trace-stage-a1-dev-v1,B5_a1s1_multi_table_lsh,B5_a1s1_multi_table_lsh,0.15,non_ambiguous_contract,0.9791666666666666,0,0.48125,0,76.0,94.04999999999995,0.9924127083333333,0.01533749996451661,0.01921634993632323,0.021139903938164926
lazy-semantic-trace-stage-a1-dev-v1,B6_a1s2_multi_table_lsh,B6_a1s2_multi_table_lsh,0.0,non_ambiguous_contract,1,1,1,0.9333333333333333,28.0,38.0,0.9971433333333334,0.006568699958734214,0.008426269999472422,0.00960010704118758
lazy-semantic-trace-stage-a1-dev-v1,B6_a1s2_multi_table_lsh,B6_a1s2_multi_table_lsh,0.01,non_ambiguous_contract,1,1,1,0.9333333333333333,28.0,39.0,0.9971458333333333,0.006501050025690347,0.008801734942244363,0.010075374940643084
lazy-semantic-trace-stage-a1-dev-v1,B6_a1s2_multi_table_lsh,B6_a1s2_multi_table_lsh,0.03,non_ambiguous_contract,1,0.9875,0.9875,0.9208333333333333,28.0,39.0,0.997171875,0.006606550014112145,0.008654144994216038,0.009625118974363425
lazy-semantic-trace-stage-a1-dev-v1,B6_a1s2_multi_table_lsh,B6_a1s2_multi_table_lsh,0.05,non_ambiguous_contract,0.99375,0.8020833333333334,0.9395833333333333,0.7625,28.0,38.0,0.9971620833333333,0.006509050028398633,0.008876854932168495,0.009878084921510884
lazy-semantic-trace-stage-a1-dev-v1,B6_a1s2_multi_table_lsh,B6_a1s2_multi_table_lsh,0.1,non_ambiguous_contract,0.96875,0.0020833333333333333,0.6708333333333333,0.0020833333333333333,28.0,37.0,0.997209375,0.006370650022290647,0.008508869924116876,0.009713101945817464
lazy-semantic-trace-stage-a1-dev-v1,B6_a1s2_multi_table_lsh,B6_a1s2_multi_table_lsh,0.15,non_ambiguous_contract,0.9708333333333333,0,0.4166666666666667,0,27.0,36.0,0.997315625,0.006212900043465197,0.008331104990793392,0.00933928295969963
lazy-semantic-trace-stage-a1-dev-v1,B7_margin_aware_multi_probe_lsh,B7_margin_aware_multi_probe_lsh,0.0,non_ambiguous_contract,1,1,1,0.9333333333333333,43.0,56.049999999999955,0.9957035416666666,0.009738900058437139,0.012687554932199412,0.014527793023735271
lazy-semantic-trace-stage-a1-dev-v1,B7_margin_aware_multi_probe_lsh,B7_margin_aware_multi_probe_lsh,0.01,non_ambiguous_contract,1,0.9979166666666667,0.9979166666666667,0.9333333333333333,43.0,55.0,0.9957247916666667,0.009872150025330484,0.012364854972111062,0.014209027888718976
lazy-semantic-trace-stage-a1-dev-v1,B7_margin_aware_multi_probe_lsh,B7_margin_aware_multi_probe_lsh,0.03,non_ambiguous_contract,1,0.9541666666666667,0.9541666666666667,0.8916666666666667,41.0,55.0,0.9957927083333333,0.009737249987665564,0.012723320012446492,0.01475343406782485
lazy-semantic-trace-stage-a1-dev-v1,B7_margin_aware_multi_probe_lsh,B7_margin_aware_multi_probe_lsh,0.05,non_ambiguous_contract,0.9895833333333334,0.7333333333333333,0.8354166666666667,0.6916666666666667,42.0,57.0,0.9958154166666666,0.009643449971918017,0.012550620088586583,0.01412963597336784
lazy-semantic-trace-stage-a1-dev-v1,B7_margin_aware_multi_probe_lsh,B7_margin_aware_multi_probe_lsh,0.1,non_ambiguous_contract,0.9666666666666667,0.0020833333333333333,0.5791666666666667,0.0020833333333333333,41.0,54.0,0.995914375,0.009490200027357787,0.012243979977210983,0.013419790082843972
lazy-semantic-trace-stage-a1-dev-v1,B7_margin_aware_multi_probe_lsh,B7_margin_aware_multi_probe_lsh,0.15,non_ambiguous_contract,0.9583333333333334,0,0.325,0,40.0,54.0,0.99590625,0.009515700046904385,0.012420539930462837,0.013996712102089071
lazy-semantic-trace-stage-a1-dev-v1,B0_global_exact_semantic_scan,B0_global_exact_semantic_scan,0.0,ambiguous_only,1,0.5,1,0,10000.0,10000.0,0.0,0.025095999939367175,0.027612995024537665,0.028974237978691236
lazy-semantic-trace-stage-a1-dev-v1,B0_global_exact_semantic_scan,B0_global_exact_semantic_scan,0.01,ambiguous_only,1,0.5,1,0,10000.0,10000.0,0.0,0.02510204998543486,0.02664693506085314,0.04050202597980379
lazy-semantic-trace-stage-a1-dev-v1,B0_global_exact_semantic_scan,B0_global_exact_semantic_scan,0.03,ambiguous_only,1,0.5,1,0,10000.0,10000.0,0.0,0.0250293500139378,0.02705691002192907,0.027916194088757035
lazy-semantic-trace-stage-a1-dev-v1,B0_global_exact_semantic_scan,B0_global_exact_semantic_scan,0.05,ambiguous_only,1,0.34375,1,0,10000.0,10000.0,0.0,0.025043749948963523,0.027051600028062235,0.028909870027564462
lazy-semantic-trace-stage-a1-dev-v1,B0_global_exact_semantic_scan,B0_global_exact_semantic_scan,0.1,ambiguous_only,1,0,1,0,10000.0,10000.0,0.0,0.025162349978927523,0.027632835053373127,0.04484540398349045
lazy-semantic-trace-stage-a1-dev-v1,B0_global_exact_semantic_scan,B0_global_exact_semantic_scan,0.15,ambiguous_only,1,0,1,0,10000.0,10000.0,0.0,0.024966199998743832,0.026607219962170348,0.027339026033878323
lazy-semantic-trace-stage-a1-dev-v1,B1_exact_content_hash_only,B1_exact_content_hash_only,0.0,ambiguous_only,1,0.5,1,0,2.0,2.0,0.9998,0.0007072000298649073,0.001243624958442524,0.001920089919585733
lazy-semantic-trace-stage-a1-dev-v1,B1_exact_content_hash_only,B1_exact_content_hash_only,0.01,ambiguous_only,0,0,0,0,0.0,0.0,1.0,0.0001233000075444579,0.0002244049799628555,0.000310911996057257
lazy-semantic-trace-stage-a1-dev-v1,B1_exact_content_hash_only,B1_exact_content_hash_only,0.03,ambiguous_only,0,0,0,0,0.0,0.0,1.0,0.00012260000221431255,0.0002963500330224628,0.0008616340300068247
lazy-semantic-trace-stage-a1-dev-v1,B1_exact_content_hash_only,B1_exact_content_hash_only,0.05,ambiguous_only,0,0,0,0,0.0,0.0,1.0,0.0001228500041179359,0.0002712750399950888,0.0003360700281336903
lazy-semantic-trace-stage-a1-dev-v1,B1_exact_content_hash_only,B1_exact_content_hash_only,0.1,ambiguous_only,0,0,0,0,0.0,0.0,1.0,0.0001241000136360526,0.0003134700586088001,0.00033309104852378366
lazy-semantic-trace-stage-a1-dev-v1,B1_exact_content_hash_only,B1_exact_content_hash_only,0.15,ambiguous_only,0,0,0,0,0.0,0.0,1.0,0.00012209999840706587,0.00020286496728658655,0.0003514680080115789
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B3_stage_a_four_table_lsh,0.0,ambiguous_only,0.828125,0,0,0,10.0,10.0,0.9991359375,0.002031950105447322,0.0027831800398416817,0.002964468946447595
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B3_stage_a_four_table_lsh,0.01,ambiguous_only,0.71875,0.015625,0.015625,0.015625,9.0,10.0,0.9991640625,0.0019352000090293586,0.002627324883360416,0.0028422689600847654
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B3_stage_a_four_table_lsh,0.03,ambiguous_only,0.796875,0,0,0,9.5,10.0,0.9991234375,0.0020598499104380608,0.002755234943469986,0.0028746728866826743
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B3_stage_a_four_table_lsh,0.05,ambiguous_only,0.734375,0,0,0,9.0,10.0,0.9991265625,0.0019694000366143882,0.0027229449129663407,0.0030003690253943196
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B3_stage_a_four_table_lsh,0.1,ambiguous_only,0.796875,0,0,0,10.0,10.0,0.9991375,0.002052350086160004,0.0027261549548711628,0.002891818034695461
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B3_stage_a_four_table_lsh,0.15,ambiguous_only,0.765625,0,0,0,9.0,10.0,0.999171875,0.0019616500358097255,0.0027200350072234866,0.0028273889364209023
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B4_a1p_multi_table_lsh,0.0,ambiguous_only,0.96875,0,0,0,43.0,44.0,0.99590625,0.008389549911953509,0.009513399930438026,0.010063782950164748
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B4_a1p_multi_table_lsh,0.01,ambiguous_only,0.96875,0.015625,0.015625,0.015625,42.0,44.0,0.9959421875,0.008372950076591223,0.00972370003000833,0.010263605960644781
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B4_a1p_multi_table_lsh,0.03,ambiguous_only,1,0.015625,0.015625,0.015625,43.0,44.0,0.9958734375,0.008431750000454485,0.009530385077232494,0.009761618932243437
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B4_a1p_multi_table_lsh,0.05,ambiguous_only,0.984375,0.015625,0,0.015625,44.0,44.0,0.995934375,0.008466399973258376,0.009462110057938844,0.01086302403244189
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B4_a1p_multi_table_lsh,0.1,ambiguous_only,0.984375,0,0,0,44.0,44.0,0.9958375,0.00850279995938763,0.009528650029096752,0.010394831949379292
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B4_a1p_multi_table_lsh,0.15,ambiguous_only,0.953125,0,0.015625,0,44.0,44.0,0.9958296875,0.008515950001310557,0.009612925007240846,0.00988420897279866
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B5_a1s1_multi_table_lsh,0.0,ambiguous_only,0.953125,0.046875,0.03125,0.046875,73.5,74.0,0.992978125,0.014146049972623587,0.01507230990100652,0.015817232970148323
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B5_a1s1_multi_table_lsh,0.01,ambiguous_only,0.984375,0.03125,0.015625,0.03125,74.0,74.0,0.992934375,0.014084799971897155,0.01524867495172657,0.015664275016169994
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B5_a1s1_multi_table_lsh,0.03,ambiguous_only,0.984375,0,0,0,71.0,74.0,0.9931,0.013953100016806275,0.015616435033734886,0.016873052970040586
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B5_a1s1_multi_table_lsh,0.05,ambiguous_only,0.984375,0,0,0,73.0,74.0,0.9929390625,0.014191550086252391,0.015180155087728053,0.015390176975633947
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B5_a1s1_multi_table_lsh,0.1,ambiguous_only,0.953125,0,0,0,74.0,74.0,0.9929296875,0.014213550020940602,0.015152445080457256,0.01638629897148348
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B5_a1s1_multi_table_lsh,0.15,ambiguous_only,0.96875,0,0,0,73.5,74.0,0.99299375,0.01409235002938658,0.01487467500846833,0.0157435060699936
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B6_a1s2_multi_table_lsh,0.0,ambiguous_only,0.953125,0,0,0,26.0,26.0,0.99756875,0.005113650055136532,0.005785685090813786,0.006320233857259153
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B6_a1s2_multi_table_lsh,0.01,ambiguous_only,0.96875,0.015625,0,0.015625,26.0,26.0,0.9976109375,0.005083749943878502,0.005730570032028481,0.005914632937638088
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B6_a1s2_multi_table_lsh,0.03,ambiguous_only,0.984375,0,0,0,26.0,26.0,0.99756875,0.005272299982607365,0.005723074957495555,0.005868142984108999
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B6_a1s2_multi_table_lsh,0.05,ambiguous_only,0.984375,0,0,0,25.0,26.0,0.9976453125,0.0049701499519869685,0.00578596499399282,0.006070650910260154
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B6_a1s2_multi_table_lsh,0.1,ambiguous_only,0.9375,0,0,0,25.0,26.0,0.9976,0.005175899947062135,0.0058023849443998195,0.006137222972465679
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B6_a1s2_multi_table_lsh,0.15,ambiguous_only,0.96875,0,0,0,26.0,26.0,0.9976109375,0.0050733499228954315,0.005795100046088918,0.00591434191330336
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B7_margin_aware_multi_probe_lsh,0.0,ambiguous_only,0.953125,0,0,0,38.0,40.0,0.996346875,0.007739050022792071,0.008534750080434604,0.00915320402360521
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B7_margin_aware_multi_probe_lsh,0.01,ambiguous_only,0.96875,0,0,0,37.0,40.0,0.99639375,0.007504749984946102,0.0082206099643372,0.008598200955893844
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B7_margin_aware_multi_probe_lsh,0.03,ambiguous_only,1,0.015625,0.015625,0.015625,38.5,40.0,0.996265625,0.007615099952090532,0.008891884906915948,0.009853998027974735
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B7_margin_aware_multi_probe_lsh,0.05,ambiguous_only,0.96875,0,0,0,38.5,40.0,0.99626875,0.007736049999948591,0.008741949964314698,0.008876389887882396
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B7_margin_aware_multi_probe_lsh,0.1,ambiguous_only,0.96875,0,0.015625,0,39.0,40.0,0.9962984375,0.007760750071611255,0.008519269927637652,0.009187184915645045
lazy-semantic-trace-stage-a1-dev-v1,B2_random_bucket_routing,B2_random_bucket_routing::B7_margin_aware_multi_probe_lsh,0.15,ambiguous_only,1,0,0,0,40.0,40.0,0.99631875,0.007732749974820763,0.008775755012175066,0.00939562202547677
lazy-semantic-trace-stage-a1-dev-v1,B3_stage_a_four_table_lsh,B3_stage_a_four_table_lsh,0.0,ambiguous_only,1,0.5,1,0,12.5,19.0,0.9986984375,0.0029339499305933714,0.004041464941110462,0.0045958430634345845
lazy-semantic-trace-stage-a1-dev-v1,B3_stage_a_four_table_lsh,B3_stage_a_four_table_lsh,0.01,ambiguous_only,1,0.46875,0.921875,0,13.5,18.849999999999994,0.99869375,0.003145200025755912,0.00430591995245777,0.004553878001170232
lazy-semantic-trace-stage-a1-dev-v1,B3_stage_a_four_table_lsh,B3_stage_a_four_table_lsh,0.03,ambiguous_only,0.90625,0.296875,0.625,0,12.5,19.69999999999999,0.99871875,0.0029644000460393727,0.004540684906532987,0.00510169004439376
lazy-semantic-trace-stage-a1-dev-v1,B3_stage_a_four_table_lsh,B3_stage_a_four_table_lsh,0.05,ambiguous_only,0.921875,0.203125,0.515625,0,12.0,17.0,0.99881875,0.002853349957149476,0.003941270016366615,0.004927486027590924
lazy-semantic-trace-stage-a1-dev-v1,B3_stage_a_four_table_lsh,B3_stage_a_four_table_lsh,0.1,ambiguous_only,0.84375,0,0.234375,0,10.0,14.849999999999994,0.9989671875,0.0023718999582342803,0.0037399399967398485,0.005169410053640595
lazy-semantic-trace-stage-a1-dev-v1,B3_stage_a_four_table_lsh,B3_stage_a_four_table_lsh,0.15,ambiguous_only,0.90625,0,0.09375,0,11.0,20.399999999999977,0.998865625,0.0026667998754419386,0.004056145076174286,0.004717822952661662
lazy-semantic-trace-stage-a1-dev-v1,B4_a1p_multi_table_lsh,B4_a1p_multi_table_lsh,0.0,ambiguous_only,1,0.5,1,0,50.0,62.0,0.994890625,0.010672299948055297,0.013516854937188325,0.014273130008950828
lazy-semantic-trace-stage-a1-dev-v1,B4_a1p_multi_table_lsh,B4_a1p_multi_table_lsh,0.01,ambiguous_only,1,0.5,1,0,51.5,62.0,0.99486875,0.010802100005093962,0.014502875035395843,0.017559466946404426
lazy-semantic-trace-stage-a1-dev-v1,B4_a1p_multi_table_lsh,B4_a1p_multi_table_lsh,0.03,ambiguous_only,1,0.5,1,0,50.0,62.0,0.9949703125,0.010376899968832731,0.012994385010097175,0.013627024991437791
lazy-semantic-trace-stage-a1-dev-v1,B4_a1p_multi_table_lsh,B4_a1p_multi_table_lsh,0.05,ambiguous_only,1,0.328125,0.9375,0,49.5,60.849999999999994,0.99509375,0.010404700005892664,0.012724740081466731,0.013449557906715199
lazy-semantic-trace-stage-a1-dev-v1,B4_a1p_multi_table_lsh,B4_a1p_multi_table_lsh,0.1,ambiguous_only,1,0,0.65625,0,50.0,63.0,0.9949734375,0.010726449894718826,0.014284845028305425,0.01806737795472145
lazy-semantic-trace-stage-a1-dev-v1,B4_a1p_multi_table_lsh,B4_a1p_multi_table_lsh,0.15,ambiguous_only,0.984375,0,0.421875,0,47.5,60.54999999999998,0.9951984375,0.010076000005938113,0.012818999949377028,0.013453780948184429
lazy-semantic-trace-stage-a1-dev-v1,B5_a1s1_multi_table_lsh,B5_a1s1_multi_table_lsh,0.0,ambiguous_only,1,0.5,1,0,82.0,97.85,0.9917546875,0.0166274500079453,0.020223249937407668,0.0212166439788416
lazy-semantic-trace-stage-a1-dev-v1,B5_a1s1_multi_table_lsh,B5_a1s1_multi_table_lsh,0.01,ambiguous_only,1,0.5,1,0,83.0,98.69999999999999,0.9917703125,0.01666189997922629,0.019605924957431853,0.02084330103476531
lazy-semantic-trace-stage-a1-dev-v1,B5_a1s1_multi_table_lsh,B5_a1s1_multi_table_lsh,0.03,ambiguous_only,1,0.484375,0.984375,0,80.0,96.85,0.99205625,0.016384449903853238,0.01960073505179025,0.020410087063210083
lazy-semantic-trace-stage-a1-dev-v1,B5_a1s1_multi_table_lsh,B5_a1s1_multi_table_lsh,0.05,ambiguous_only,1,0.3125,0.921875,0,82.5,93.85,0.9919,0.01625490008154884,0.019648569927085184,0.020248832957586272
lazy-semantic-trace-stage-a1-dev-v1,B5_a1s1_multi_table_lsh,B5_a1s1_multi_table_lsh,0.1,ambiguous_only,1,0,0.609375,0,81.5,95.85,0.9919734375,0.016324899974279106,0.02000761003000661,0.022108077954035243
lazy-semantic-trace-stage-a1-dev-v1,B5_a1s1_multi_table_lsh,B5_a1s1_multi_table_lsh,0.15,ambiguous_only,0.96875,0,0.46875,0,80.0,99.54999999999998,0.9920484375,0.01611120003508404,0.01938877495704219,0.02100460001500323
lazy-semantic-trace-stage-a1-dev-v1,B6_a1s2_multi_table_lsh,B6_a1s2_multi_table_lsh,0.0,ambiguous_only,1,0.5,1,0,30.0,43.849999999999994,0.9969109375,0.006964900007005781,0.009366599947679789,0.00965833303402178
lazy-semantic-trace-stage-a1-dev-v1,B6_a1s2_multi_table_lsh,B6_a1s2_multi_table_lsh,0.01,ambiguous_only,1,0.5,1,0,31.5,41.0,0.996825,0.007068349979817867,0.009538490039994938,0.009844503019703552
