split_name,arm_id,variant_id,bundle_width,rows,mean_member_top1_recall,mean_member_topk_recall,mean_full_member_enumeration_recall,mean_precision,mean_false_positive_rate,mean_auc_equivalent,accepted_coverage,conditional_risk,silent_wrong_acceptance_rate,mean_cleanup_margin,mean_physical_bits_total,mean_encoding_latency_sec,mean_cold_decode_latency_sec,mean_warm_decode_latency_sec,mean_token_entropy,mean_exact_block_fraction,mean_nearest_prototype_distortion,mean_effective_codebook_utilization,histogram_preserved_all
DEVELOPMENT_VALIDATION,H_EQUAL_TOTAL_BIT_MAP_B,equal_bits_for_C16,31,128,1.0,0.9977318548387096,0.9296875,0.9977318548387096,0.0004499570446735395,0.9999862254416598,0.9921875,0.06299212598425197,0.0625,40.046875,1590.0,0.0,0.0001436710963389487,7.462030953320209e-05,0.0,0.0,0.0,0.0,True
DEVELOPMENT_VALIDATION,H_EQUAL_TOTAL_BIT_MAP_B,equal_bits_for_C4,7,128,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,260.703125,1334.0,0.0,0.00011983515832980629,9.641171254770597e-05,0.0,0.0,0.0,0.0,True
DEVELOPMENT_VALIDATION,H_EQUAL_TOTAL_BIT_MAP_B,equal_bits_for_C4,15,128,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,114.875,1334.0,0.0,9.846874490904156e-05,8.871953104971908e-05,0.0,0.0,0.0,0.0,True
DEVELOPMENT_VALIDATION,H_EQUAL_TOTAL_BIT_MAP_B,equal_bits_for_C4,31,128,1.0,0.9957157258064516,0.8671875,0.9957157258064516,0.0007735538373424972,0.9999416706619968,0.9921875,0.13385826771653545,0.1328125,22.515625,1334.0,0.0,0.00012458983746910235,8.677656296640635e-05,0.0,0.0,0.0,0.0,True
DEVELOPMENT_VALIDATION,I_RAW_BLOCK_STORAGE,raw_block_symbols,7,128,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,254.25,3099.0,0.01658223828781047,0.0002259906277686241,0.0001428195328116999,0.0,1.0,0.0,0.0,True
DEVELOPMENT_VALIDATION,I_RAW_BLOCK_STORAGE,raw_block_symbols,15,128,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,124.4296875,3099.0,0.016441983594631893,7.708593329880387e-05,5.796405912406044e-05,0.0,1.0,0.0,0.0,True
DEVELOPMENT_VALIDATION,I_RAW_BLOCK_STORAGE,raw_block_symbols,31,128,1.0,0.9974798387096774,0.921875,0.9974798387096774,0.0005304982817869416,0.9999698504743719,0.96875,0.056451612903225805,0.0546875,31.8359375,3099.0,0.01667326171627792,0.00012006875113002025,6.398827736120438e-05,0.0,1.0,0.0,0.0,True
FINAL_DEVELOPMENT_EVALUATION,A_MAP_B_HARD,sign_only,7,256,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,191.5,1051.0,0.01643021054633209,0.0002170093771383108,0.00016446288964289124,0.0,0.0,0.0,0.0,True
FINAL_DEVELOPMENT_EVALUATION,A_MAP_B_HARD,sign_only,15,256,1.0,0.9997395833333333,0.99609375,0.9997395833333333,1.620850622406639e-05,0.9999989194329828,1.0,0.00390625,0.00390625,71.046875,1051.0,0.016284376955354674,0.0001489308610871376,7.799648119544145e-05,0.0,0.0,0.0,0.0,True
FINAL_DEVELOPMENT_EVALUATION,A_MAP_B_HARD,sign_only,31,256,1.0,0.9810987903225806,0.484375,0.9810987903225806,0.0038641895761741124,0.9995610349421042,0.87109375,0.47085201793721976,0.41015625,10.4921875,1051.0,0.01697498750172599,0.00021313515435394947,9.316914429291501e-05,0.0,0.0,0.0,0.0,True
