schema_version,seed_split,operating_point_label,method,control_label,anomaly_rate,context_accuracy,prior_strength,candidate_subset_size,trials,designated_target_recovery_rate,designated_target_recovery_ci_low,designated_target_recovery_ci_high,query_valid_recovery_rate,query_valid_recovery_ci_low,query_valid_recovery_ci_high,query_equivalent_valid_rate,irrelevant_source_capture_rate,hybrid_spurious_rate,hybrid_spurious_ci_low,hybrid_spurious_ci_high,unsettled_rate,all_truth_included_rate,query_valid_source_included_rate,factor_candidate_recall_rate,target_recovery_given_all_truth_included,valid_recovery_given_all_truth_included,target_recovery_given_truth_missing,mean_iterations_used,mean_candidate_evaluations_proxy,mean_element_operations_proxy,mean_normalized_margin,mean_normalized_reconstruction_similarity,context_prediction_correct_rate,python_version,torch_version,torchhd_version,platform
level1-query-v4,evaluation,COLLAPSE_SINGLE,oracle_soft_l2_weighted_initialization,normal,0.0,,1.0,10,64,0.828125,0.7178655850983409,0.9012235873268377,0.828125,0.7178655850983409,0.9012235873268377,0.0,0.0,0.03125,0.00861195771251659,0.10697493882294247,0.140625,1.0,1.0,1.0,0.84375,0.828125,,4.8125,192.5,197120.0,0.8340863014454953,0.8436279296875,1.0,3.14.5,2.12.0+cpu,5.8.4,Windows-11-10.0.26100-SP0
level1-query-v4,evaluation,COLLAPSE_SINGLE,oracle_soft_l2_weighted_initialization,normal,0.1,,1.0,10,64,0.6875,0.5660743364084738,0.7876909049773425,0.6875,0.5660743364084738,0.7876909049773425,0.0,0.0,0.03125,0.00861195771251659,0.10697493882294247,0.28125,1.0,1.0,1.0,0.703125,0.6875,,6.09375,243.75,249600.0,0.7341809037607163,0.70391845703125,1.0,3.14.5,2.12.0+cpu,5.8.4,Windows-11-10.0.26100-SP0
level1-query-v4,evaluation,COLLAPSE_SINGLE,oracle_soft_l2_weighted_initialization,normal,0.25,,1.0,10,64,0.625,0.5025015331382642,0.7333419611189468,0.625,0.5025015331382642,0.7333419611189468,0.0,0.0,0.015625,0.0027634707504014117,0.08334298900290629,0.359375,1.0,1.0,1.0,0.640625,0.625,,6.828125,273.125,279680.0,0.6974975302146049,0.63909912109375,1.0,3.14.5,2.12.0+cpu,5.8.4,Windows-11-10.0.26100-SP0
level1-query-v4,evaluation,COLLAPSE_SINGLE,oracle_truth_included,normal,0.0,,,3,64,1.0,0.9433739770288436,1.0,1.0,0.9433739770288436,1.0,0.0,0.0,0.0,0.0,0.056626022971156334,0.0,1.0,1.0,1.0,1.0,1.0,,3.0,36.0,36864.0,0.9814376831054688,1.0,,3.14.5,2.12.0+cpu,5.8.4,Windows-11-10.0.26100-SP0
level1-query-v4,evaluation,COLLAPSE_SINGLE,oracle_truth_included,normal,0.1,,,3,64,1.0,0.9433739770288436,1.0,1.0,0.9433739770288436,1.0,0.0,0.0,0.0,0.0,0.056626022971156334,0.0,1.0,1.0,1.0,1.0,1.0,,3.0,36.0,36864.0,0.9813613891601562,1.0,,3.14.5,2.12.0+cpu,5.8.4,Windows-11-10.0.26100-SP0
level1-query-v4,evaluation,COLLAPSE_SINGLE,oracle_truth_included,normal,0.25,,,3,64,1.0,0.9433739770288436,1.0,1.0,0.9433739770288436,1.0,0.0,0.0,0.0,0.0,0.056626022971156334,0.0,1.0,1.0,1.0,1.0,1.0,,3.0,36.0,36864.0,0.9805984497070312,1.0,,3.14.5,2.12.0+cpu,5.8.4,Windows-11-10.0.26100-SP0
level1-query-v4,evaluation,COLLAPSE_SINGLE,soft_l2_weighted_initialization,normal,0.0,0.7,1.0,10,64,0.625,0.5025015331382642,0.7333419611189468,0.625,0.5025015331382642,0.7333419611189468,0.0,0.0,0.0625,0.024570803674792932,0.14997696642496888,0.3125,1.0,1.0,1.0,0.640625,0.625,,6.4375,257.5,263680.0,0.6841620166087523,0.63873291015625,0.734375,3.14.5,2.12.0+cpu,5.8.4,Windows-11-10.0.26100-SP0
level1-query-v4,evaluation,COLLAPSE_SINGLE,soft_l2_weighted_initialization,normal,0.0,0.9,1.0,10,64,0.765625,0.6486650974929234,0.8525023278036498,0.765625,0.6486650974929234,0.8525023278036498,0.0,0.0,0.03125,0.00861195771251659,0.10697493882294247,0.203125,1.0,1.0,1.0,0.78125,0.765625,,5.3125,212.5,217600.0,0.7855853028595448,0.778472900390625,0.921875,3.14.5,2.12.0+cpu,5.8.4,Windows-11-10.0.26100-SP0
level1-query-v4,evaluation,COLLAPSE_SINGLE,soft_l2_weighted_initialization,normal,0.0,1.0,1.0,10,64,0.828125,0.7178655850983409,0.9012235873268377,0.828125,0.7178655850983409,0.9012235873268377,0.0,0.0,0.03125,0.00861195771251659,0.10697493882294247,0.140625,1.0,1.0,1.0,0.84375,0.828125,,4.8125,192.5,197120.0,0.8340863014454953,0.8436279296875,1.0,3.14.5,2.12.0+cpu,5.8.4,Windows-11-10.0.26100-SP0
level1-query-v4,evaluation,COLLAPSE_SINGLE,soft_l2_weighted_initialization,normal,0.1,0.7,1.0,10,64,0.515625,0.3958139224399903,0.6336665143421609,0.515625,0.3958139224399903,0.6336665143421609,0.0,0.0,0.078125,0.03383067809543547,0.1701975287864777,0.40625,1.0,1.0,1.0,0.53125,0.515625,,7.421875,296.875,304000.0,0.6106271069002105,0.53314208984375,0.734375,3.14.5,2.12.0+cpu,5.8.4,Windows-11-10.0.26100-SP0
level1-query-v4,evaluation,COLLAPSE_SINGLE,soft_l2_weighted_initialization,normal,0.1,0.9,1.0,10,64,0.640625,0.5182062363615084,0.7471176946778538,0.640625,0.5182062363615084,0.7471176946778538,0.0,0.0,0.046875,0.016068725432185196,0.12899860788542522,0.3125,1.0,1.0,1.0,0.65625,0.640625,,6.390625,255.625,261760.0,0.6966685596125899,0.65576171875,0.921875,3.14.5,2.12.0+cpu,5.8.4,Windows-11-10.0.26100-SP0
level1-query-v4,evaluation,COLLAPSE_SINGLE,soft_l2_weighted_initialization,normal,0.1,1.0,1.0,10,64,0.6875,0.5660743364084738,0.7876909049773425,0.6875,0.5660743364084738,0.7876909049773425,0.0,0.0,0.03125,0.00861195771251659,0.10697493882294247,0.28125,1.0,1.0,1.0,0.703125,0.6875,,6.09375,243.75,249600.0,0.7341809037607163,0.70391845703125,1.0,3.14.5,2.12.0+cpu,5.8.4,Windows-11-10.0.26100-SP0
level1-query-v4,evaluation,COLLAPSE_SINGLE,soft_l2_weighted_initialization,normal,0.25,0.7,1.0,10,64,0.484375,0.36633348565783896,0.6041860775600096,0.484375,0.36633348565783896,0.6041860775600096,0.0,0.0,0.015625,0.0027634707504014117,0.08334298900290629,0.5,1.0,1.0,1.0,0.5,0.484375,,8.0625,322.5,330240.0,0.5873577413440216,0.4976806640625,0.734375,3.14.5,2.12.0+cpu,5.8.4,Windows-11-10.0.26100-SP0
level1-query-v4,evaluation,COLLAPSE_SINGLE,soft_l2_weighted_initialization,normal,0.25,0.9,1.0,10,64,0.59375,0.4714498650454971,0.7054327556474111,0.59375,0.4714498650454971,0.7054327556474111,0.0,0.0,0.015625,0.0027634707504014117,0.08334298900290629,0.390625,1.0,1.0,1.0,0.609375,0.59375,,7.0625,282.5,289280.0,0.6821388632524759,0.605682373046875,0.921875,3.14.5,2.12.0+cpu,5.8.4,Windows-11-10.0.26100-SP0
level1-query-v4,evaluation,COLLAPSE_SINGLE,soft_l2_weighted_initialization,normal,0.25,1.0,1.0,10,64,0.625,0.5025015331382642,0.7333419611189468,0.625,0.5025015331382642,0.7333419611189468,0.0,0.0,0.015625,0.0027634707504014117,0.08334298900290629,0.359375,1.0,1.0,1.0,0.640625,0.625,,6.828125,273.125,279680.0,0.6974975302146049,0.63909912109375,1.0,3.14.5,2.12.0+cpu,5.8.4,Windows-11-10.0.26100-SP0
level1-query-v4,evaluation,COLLAPSE_SINGLE,soft_l2_weighted_initialization,shuffled_context_metadata,0.0,0.7,1.0,10,64,0.109375,0.054000447526830544,0.20898863291938535,0.109375,0.054000447526830544,0.20898863291938535,0.0,0.0,0.03125,0.00861195771251659,0.10697493882294247,0.859375,1.0,1.0,1.0,0.109375,0.109375,,11.015625,440.625,451200.0,0.2743800321331946,0.10479736328125,0.734375,3.14.5,2.12.0+cpu,5.8.4,Windows-11-10.0.26100-SP0
level1-query-v4,evaluation,COLLAPSE_SINGLE,soft_l2_weighted_initialization,shuffled_context_metadata,0.0,0.9,1.0,10,64,0.140625,0.07578487006414436,0.24616508394637426,0.140625,0.07578487006414436,0.24616508394637426,0.0,0.0,0.03125,0.00861195771251659,0.10697493882294247,0.828125,1.0,1.0,1.0,0.15625,0.140625,,10.765625,430.625,440960.0,0.3205764187150635,0.145172119140625,0.921875,3.14.5,2.12.0+cpu,5.8.4,Windows-11-10.0.26100-SP0
level1-query-v4,evaluation,COLLAPSE_SINGLE,soft_l2_weighted_initialization,shuffled_context_metadata,0.0,1.0,1.0,10,64,0.140625,0.07578487006414436,0.24616508394637426,0.140625,0.07578487006414436,0.24616508394637426,0.0,0.0,0.03125,0.00861195771251659,0.10697493882294247,0.828125,1.0,1.0,1.0,0.15625,0.140625,,10.765625,430.625,440960.0,0.32446750524104573,0.14697265625,1.0,3.14.5,2.12.0+cpu,5.8.4,Windows-11-10.0.26100-SP0
level1-query-v4,evaluation,COLLAPSE_SINGLE,soft_l2_weighted_initialization,shuffled_context_metadata,0.1,0.7,1.0,10,64,0.15625,0.08714748876961673,0.26428290202305327,0.15625,0.08714748876961673,0.26428290202305327,0.0,0.0,0.046875,0.016068725432185196,0.12899860788542522,0.796875,1.0,1.0,1.0,0.15625,0.15625,,10.6875,427.5,437760.0,0.3280742587521672,0.152099609375,0.734375,3.14.5,2.12.0+cpu,5.8.4,Windows-11-10.0.26100-SP0
level1-query-v4,evaluation,COLLAPSE_SINGLE,soft_l2_weighted_initialization,shuffled_context_metadata,0.1,0.9,1.0,10,64,0.1875,0.11064534880922099,0.2997459155477517,0.1875,0.11064534880922099,0.2997459155477517,0.0,0.0,0.046875,0.016068725432185196,0.12899860788542522,0.765625,1.0,1.0,1.0,0.203125,0.1875,,10.4375,417.5,427520.0,0.37734671974612866,0.192657470703125,0.921875,3.14.5,2.12.0+cpu,5.8.4,Windows-11-10.0.26100-SP0
level1-query-v4,evaluation,COLLAPSE_SINGLE,soft_l2_weighted_initialization,shuffled_context_metadata,0.1,1.0,1.0,10,64,0.171875,0.0987764126731623,0.2821344149016591,0.171875,0.0987764126731623,0.2821344149016591,0.0,0.0,0.03125,0.00861195771251659,0.10697493882294247,0.796875,1.0,1.0,1.0,0.1875,0.171875,,10.609375,424.375,434560.0,0.35835895290074404,0.178070068359375,1.0,3.14.5,2.12.0+cpu,5.8.4,Windows-11-10.0.26100-SP0
