schema_version,method_id,budget_contract,corruption_cell,trials,exact_trace_recall_at_1,exact_trace_recall_at_8,exact_trace_recall_at_32,accepted_exact_trace_coverage,exact_trace_conditional_risk,trace_spike_candidate_count_p50,trace_spike_candidate_count_p95
exact-capsule-contract-closure-dev-v1,E5_content_addressed_capsule,M0_ADDITIVE_METADATA_BUDGET,C10_VALID_CAPSULE_REFERENCED_TRACE_UNCOMMITTED,64,0,0,0,0.0,0.0,0.0,0.0
exact-capsule-contract-closure-dev-v1,E5_content_addressed_capsule,M0_ADDITIVE_METADATA_BUDGET,C11_VALID_CAPSULE_REFERENCED_TRACE_MISSING,64,0,0,0,0.0,0.0,1.0,1.0
exact-capsule-contract-closure-dev-v1,E5_content_addressed_capsule,M0_ADDITIVE_METADATA_BUDGET,C1_SEMANTIC_NOISY_CAPSULE_CLEAN,64,0.390625,0.390625,0.390625,0.3125,0.0,0.0,1.0
exact-capsule-contract-closure-dev-v1,E5_content_addressed_capsule,M0_ADDITIVE_METADATA_BUDGET,C2_SEMANTIC_CLEAN_CAPSULE_NOISY,64,0.171875,0.171875,0.171875,0.140625,0.0,0.0,1.0
exact-capsule-contract-closure-dev-v1,E5_content_addressed_capsule,M0_ADDITIVE_METADATA_BUDGET,C3_SEMANTIC_NOISY_CAPSULE_NOISY,64,0.203125,0.203125,0.203125,0.171875,0.0,0.0,1.0
exact-capsule-contract-closure-dev-v1,E5_content_addressed_capsule,M0_ADDITIVE_METADATA_BUDGET,C4_CAPSULE_ERASED,64,0,0,0,0.0,0.0,0.0,0.0
exact-capsule-contract-closure-dev-v1,E5_content_addressed_capsule,M0_ADDITIVE_METADATA_BUDGET,C5_CAPSULE_TRUNCATED,64,0,0,0,0.0,0.0,0.0,0.0
exact-capsule-contract-closure-dev-v1,E5_content_addressed_capsule,M0_ADDITIVE_METADATA_BUDGET,C6_WRONG_VALID_CAPSULE,64,0,0,0,0.0,0.0,0.0,1.0
exact-capsule-contract-closure-dev-v1,E5_content_addressed_capsule,M0_ADDITIVE_METADATA_BUDGET,C7_STALE_CAPSULE,64,0,0,0,0.0,0.0,0.0,0.0
exact-capsule-contract-closure-dev-v1,E5_content_addressed_capsule,M0_ADDITIVE_METADATA_BUDGET,C8_MALFORMED_VERSION_NAMESPACE,64,0,0,0,0.0,0.0,0.0,0.0
exact-capsule-contract-closure-dev-v1,E5_content_addressed_capsule,M0_ADDITIVE_METADATA_BUDGET,C9_INTEGRITY_TAG_CORRUPTED,64,0,0,0,0.0,0.0,0.0,0.0
exact-capsule-contract-closure-dev-v1,E5_content_addressed_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C0_SEMANTIC_CLEAN_CAPSULE_CLEAN,64,0.390625,0.390625,0.390625,0.140625,0.0,0.0,1.0
exact-capsule-contract-closure-dev-v1,E5_content_addressed_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C10_VALID_CAPSULE_REFERENCED_TRACE_UNCOMMITTED,64,0,0,0,0.0,0.0,0.0,0.0
exact-capsule-contract-closure-dev-v1,E5_content_addressed_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C11_VALID_CAPSULE_REFERENCED_TRACE_MISSING,64,0,0,0,0.0,0.0,0.0,1.0
exact-capsule-contract-closure-dev-v1,E5_content_addressed_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C1_SEMANTIC_NOISY_CAPSULE_CLEAN,64,0.46875,0.46875,0.46875,0.1875,0.0,0.0,1.0
exact-capsule-contract-closure-dev-v1,E5_content_addressed_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C2_SEMANTIC_CLEAN_CAPSULE_NOISY,64,0.109375,0.109375,0.109375,0.046875,0.0,0.0,1.0
exact-capsule-contract-closure-dev-v1,E5_content_addressed_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C3_SEMANTIC_NOISY_CAPSULE_NOISY,64,0.203125,0.203125,0.203125,0.140625,0.0,0.0,1.0
exact-capsule-contract-closure-dev-v1,E5_content_addressed_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C4_CAPSULE_ERASED,64,0,0,0,0.0,0.0,0.0,0.0
exact-capsule-contract-closure-dev-v1,E5_content_addressed_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C5_CAPSULE_TRUNCATED,64,0,0,0,0.0,0.0,0.0,0.0
exact-capsule-contract-closure-dev-v1,E5_content_addressed_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C6_WRONG_VALID_CAPSULE,64,0,0,0,0.0,0.0,0.0,1.0
exact-capsule-contract-closure-dev-v1,E5_content_addressed_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C7_STALE_CAPSULE,64,0,0,0,0.0,0.0,0.0,0.0
exact-capsule-contract-closure-dev-v1,E5_content_addressed_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C8_MALFORMED_VERSION_NAMESPACE,64,0,0,0,0.0,0.0,0.0,0.0
exact-capsule-contract-closure-dev-v1,E5_content_addressed_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C9_INTEGRITY_TAG_CORRUPTED,64,0,0,0,0.0,0.0,0.0,0.0
exact-capsule-contract-closure-dev-v1,E6_ecc_protected_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C0_SEMANTIC_CLEAN_CAPSULE_CLEAN,64,0.796875,0.796875,0.796875,0.671875,0.0,1.0,1.0
exact-capsule-contract-closure-dev-v1,E6_ecc_protected_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C10_VALID_CAPSULE_REFERENCED_TRACE_UNCOMMITTED,64,0,0,0,0.0,0.0,0.0,0.0
exact-capsule-contract-closure-dev-v1,E6_ecc_protected_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C11_VALID_CAPSULE_REFERENCED_TRACE_MISSING,64,1,1,1,0.875,0.0,1.0,1.0
exact-capsule-contract-closure-dev-v1,E6_ecc_protected_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C1_SEMANTIC_NOISY_CAPSULE_CLEAN,64,0.796875,0.796875,0.796875,0.65625,0.0,1.0,1.0
exact-capsule-contract-closure-dev-v1,E6_ecc_protected_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C2_SEMANTIC_CLEAN_CAPSULE_NOISY,64,0.765625,0.765625,0.765625,0.671875,0.0,1.0,1.0
exact-capsule-contract-closure-dev-v1,E6_ecc_protected_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C3_SEMANTIC_NOISY_CAPSULE_NOISY,64,0.734375,0.734375,0.734375,0.625,0.0,1.0,1.0
exact-capsule-contract-closure-dev-v1,E6_ecc_protected_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C4_CAPSULE_ERASED,64,0,0,0,0.0,0.0,0.0,0.0
exact-capsule-contract-closure-dev-v1,E6_ecc_protected_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C5_CAPSULE_TRUNCATED,64,0,0,0,0.0,0.0,0.0,0.0
exact-capsule-contract-closure-dev-v1,E6_ecc_protected_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C6_WRONG_VALID_CAPSULE,64,0,0,0,0.0,0.0,1.0,1.0
exact-capsule-contract-closure-dev-v1,E6_ecc_protected_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C7_STALE_CAPSULE,64,0,0,0,0.0,0.0,0.0,0.0
exact-capsule-contract-closure-dev-v1,E6_ecc_protected_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C8_MALFORMED_VERSION_NAMESPACE,64,0.796875,0.796875,0.796875,0.703125,0.0,1.0,1.0
exact-capsule-contract-closure-dev-v1,E6_ecc_protected_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C9_INTEGRITY_TAG_CORRUPTED,64,0.796875,0.796875,0.796875,0.640625,0.0,1.0,1.0
exact-capsule-contract-closure-dev-v1,E6_ecc_protected_exact_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C0_SEMANTIC_CLEAN_CAPSULE_CLEAN,64,0.796875,0.796875,0.796875,0.234375,0.0,1.0,1.0
exact-capsule-contract-closure-dev-v1,E6_ecc_protected_exact_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C10_VALID_CAPSULE_REFERENCED_TRACE_UNCOMMITTED,64,0,0,0,0.0,0.0,0.0,0.0
exact-capsule-contract-closure-dev-v1,E6_ecc_protected_exact_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C11_VALID_CAPSULE_REFERENCED_TRACE_MISSING,64,1,1,1,0.25,0.0,1.0,1.0
exact-capsule-contract-closure-dev-v1,E6_ecc_protected_exact_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C1_SEMANTIC_NOISY_CAPSULE_CLEAN,64,0.796875,0.796875,0.796875,0.28125,0.0,1.0,1.0
exact-capsule-contract-closure-dev-v1,E6_ecc_protected_exact_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C2_SEMANTIC_CLEAN_CAPSULE_NOISY,64,0.71875,0.71875,0.71875,0.203125,0.0,1.0,1.0
exact-capsule-contract-closure-dev-v1,E6_ecc_protected_exact_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C3_SEMANTIC_NOISY_CAPSULE_NOISY,64,0.734375,0.734375,0.734375,0.265625,0.0,1.0,1.0
exact-capsule-contract-closure-dev-v1,E6_ecc_protected_exact_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C4_CAPSULE_ERASED,64,0,0,0,0.0,0.0,0.0,0.0
exact-capsule-contract-closure-dev-v1,E6_ecc_protected_exact_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C5_CAPSULE_TRUNCATED,64,0,0,0,0.0,0.0,0.0,0.0
exact-capsule-contract-closure-dev-v1,E6_ecc_protected_exact_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C6_WRONG_VALID_CAPSULE,64,0,0,0,0.0,0.0,1.0,1.0
exact-capsule-contract-closure-dev-v1,E6_ecc_protected_exact_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C7_STALE_CAPSULE,64,0,0,0,0.0,0.0,0.0,0.0
exact-capsule-contract-closure-dev-v1,E6_ecc_protected_exact_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C8_MALFORMED_VERSION_NAMESPACE,64,0.796875,0.796875,0.796875,0.25,0.0,1.0,1.0
exact-capsule-contract-closure-dev-v1,E6_ecc_protected_exact_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C9_INTEGRITY_TAG_CORRUPTED,64,0.796875,0.796875,0.796875,0.34375,0.0,1.0,1.0
exact-capsule-contract-closure-dev-v1,E7_exact_capsule_plus_semantic_fallback,M0_ADDITIVE_METADATA_BUDGET,C0_SEMANTIC_CLEAN_CAPSULE_CLEAN,64,0.796875,0.796875,0.796875,0.671875,0.022727272727272728,1.0,32.0
exact-capsule-contract-closure-dev-v1,E7_exact_capsule_plus_semantic_fallback,M0_ADDITIVE_METADATA_BUDGET,C10_VALID_CAPSULE_REFERENCED_TRACE_UNCOMMITTED,64,0,0,0,0.0,1.0,32.0,32.0
exact-capsule-contract-closure-dev-v1,E7_exact_capsule_plus_semantic_fallback,M0_ADDITIVE_METADATA_BUDGET,C11_VALID_CAPSULE_REFERENCED_TRACE_MISSING,64,1,1,1,0.0,0.0,32.0,32.0
exact-capsule-contract-closure-dev-v1,E7_exact_capsule_plus_semantic_fallback,M0_ADDITIVE_METADATA_BUDGET,C1_SEMANTIC_NOISY_CAPSULE_CLEAN,64,0.796875,0.796875,0.796875,0.65625,0.0,1.0,32.0
exact-capsule-contract-closure-dev-v1,E7_exact_capsule_plus_semantic_fallback,M0_ADDITIVE_METADATA_BUDGET,C2_SEMANTIC_CLEAN_CAPSULE_NOISY,64,0.453125,0.796875,0.796875,0.375,0.04,32.0,32.0
exact-capsule-contract-closure-dev-v1,E7_exact_capsule_plus_semantic_fallback,M0_ADDITIVE_METADATA_BUDGET,C3_SEMANTIC_NOISY_CAPSULE_NOISY,64,0.5,0.796875,0.796875,0.40625,0.0,32.0,32.0
exact-capsule-contract-closure-dev-v1,E7_exact_capsule_plus_semantic_fallback,M0_ADDITIVE_METADATA_BUDGET,C4_CAPSULE_ERASED,64,0.390625,0.796875,0.796875,0.3125,0.047619047619047616,32.0,32.0
exact-capsule-contract-closure-dev-v1,E7_exact_capsule_plus_semantic_fallback,M0_ADDITIVE_METADATA_BUDGET,C5_CAPSULE_TRUNCATED,64,0.390625,0.796875,0.796875,0.28125,0.05263157894736842,32.0,32.0
exact-capsule-contract-closure-dev-v1,E7_exact_capsule_plus_semantic_fallback,M0_ADDITIVE_METADATA_BUDGET,C6_WRONG_VALID_CAPSULE,64,0,0,0,0.0,1.0,1.0,32.0
exact-capsule-contract-closure-dev-v1,E7_exact_capsule_plus_semantic_fallback,M0_ADDITIVE_METADATA_BUDGET,C7_STALE_CAPSULE,64,1,1,1,0.0,0.0,32.0,32.0
exact-capsule-contract-closure-dev-v1,E7_exact_capsule_plus_semantic_fallback,M0_ADDITIVE_METADATA_BUDGET,C8_MALFORMED_VERSION_NAMESPACE,64,0.375,0.796875,0.796875,0.28125,0.05263157894736842,32.0,32.0
exact-capsule-contract-closure-dev-v1,E7_exact_capsule_plus_semantic_fallback,M0_ADDITIVE_METADATA_BUDGET,C9_INTEGRITY_TAG_CORRUPTED,64,0.390625,0.796875,0.796875,0.34375,0.043478260869565216,32.0,32.0
exact-capsule-contract-closure-dev-v1,E7_exact_capsule_plus_semantic_fallback,M1_FIXED_TOTAL_RECORD_BUDGET,C0_SEMANTIC_CLEAN_CAPSULE_CLEAN,64,0.796875,0.796875,0.796875,0.234375,0.0625,1.0,32.0
exact-capsule-contract-closure-dev-v1,E7_exact_capsule_plus_semantic_fallback,M1_FIXED_TOTAL_RECORD_BUDGET,C10_VALID_CAPSULE_REFERENCED_TRACE_UNCOMMITTED,64,0,0,0,0.0,1.0,32.0,32.0
exact-capsule-contract-closure-dev-v1,E7_exact_capsule_plus_semantic_fallback,M1_FIXED_TOTAL_RECORD_BUDGET,C11_VALID_CAPSULE_REFERENCED_TRACE_MISSING,64,1,1,1,0.0,0.0,32.0,32.0
exact-capsule-contract-closure-dev-v1,E7_exact_capsule_plus_semantic_fallback,M1_FIXED_TOTAL_RECORD_BUDGET,C1_SEMANTIC_NOISY_CAPSULE_CLEAN,64,0.796875,0.796875,0.796875,0.28125,0.0,1.0,32.0
exact-capsule-contract-closure-dev-v1,E7_exact_capsule_plus_semantic_fallback,M1_FIXED_TOTAL_RECORD_BUDGET,C2_SEMANTIC_CLEAN_CAPSULE_NOISY,64,0.46875,0.796875,0.796875,0.140625,0.1,32.0,32.0
exact-capsule-contract-closure-dev-v1,E7_exact_capsule_plus_semantic_fallback,M1_FIXED_TOTAL_RECORD_BUDGET,C3_SEMANTIC_NOISY_CAPSULE_NOISY,64,0.5,0.796875,0.796875,0.125,0.0,32.0,32.0
exact-capsule-contract-closure-dev-v1,E7_exact_capsule_plus_semantic_fallback,M1_FIXED_TOTAL_RECORD_BUDGET,C4_CAPSULE_ERASED,64,0.40625,0.796875,0.796875,0.09375,0.14285714285714285,32.0,32.0
exact-capsule-contract-closure-dev-v1,E7_exact_capsule_plus_semantic_fallback,M1_FIXED_TOTAL_RECORD_BUDGET,C5_CAPSULE_TRUNCATED,64,0.375,0.796875,0.796875,0.109375,0.125,32.0,32.0
exact-capsule-contract-closure-dev-v1,E7_exact_capsule_plus_semantic_fallback,M1_FIXED_TOTAL_RECORD_BUDGET,C6_WRONG_VALID_CAPSULE,64,0,0,0,0.0,1.0,1.0,32.0
exact-capsule-contract-closure-dev-v1,E7_exact_capsule_plus_semantic_fallback,M1_FIXED_TOTAL_RECORD_BUDGET,C7_STALE_CAPSULE,64,1,1,1,0.0,0.0,32.0,32.0
exact-capsule-contract-closure-dev-v1,E7_exact_capsule_plus_semantic_fallback,M1_FIXED_TOTAL_RECORD_BUDGET,C8_MALFORMED_VERSION_NAMESPACE,64,0.390625,0.796875,0.796875,0.140625,0.1,32.0,32.0
exact-capsule-contract-closure-dev-v1,E7_exact_capsule_plus_semantic_fallback,M1_FIXED_TOTAL_RECORD_BUDGET,C9_INTEGRITY_TAG_CORRUPTED,64,0.40625,0.796875,0.796875,0.109375,0.125,32.0,32.0
exact-capsule-contract-closure-dev-v1,E8_fingerprint_fallback_diagnostic,M0_ADDITIVE_METADATA_BUDGET,C0_SEMANTIC_CLEAN_CAPSULE_CLEAN,64,0.796875,0.796875,0.796875,0.671875,0.0,1.0,32.0
exact-capsule-contract-closure-dev-v1,E8_fingerprint_fallback_diagnostic,M0_ADDITIVE_METADATA_BUDGET,C10_VALID_CAPSULE_REFERENCED_TRACE_UNCOMMITTED,64,0,0,0,0.0,1.0,32.0,32.0
exact-capsule-contract-closure-dev-v1,E8_fingerprint_fallback_diagnostic,M0_ADDITIVE_METADATA_BUDGET,C11_VALID_CAPSULE_REFERENCED_TRACE_MISSING,64,0,1,1,0.0,0.0,32.0,32.0
exact-capsule-contract-closure-dev-v1,E8_fingerprint_fallback_diagnostic,M0_ADDITIVE_METADATA_BUDGET,C1_SEMANTIC_NOISY_CAPSULE_CLEAN,64,0.796875,0.796875,0.796875,0.65625,0.0,1.0,32.0
exact-capsule-contract-closure-dev-v1,E8_fingerprint_fallback_diagnostic,M0_ADDITIVE_METADATA_BUDGET,C2_SEMANTIC_CLEAN_CAPSULE_NOISY,64,0.671875,0.796875,0.796875,0.375,0.0,32.0,32.0
exact-capsule-contract-closure-dev-v1,E8_fingerprint_fallback_diagnostic,M0_ADDITIVE_METADATA_BUDGET,C3_SEMANTIC_NOISY_CAPSULE_NOISY,64,0.65625,0.78125,0.796875,0.40625,0.0,32.0,32.0
exact-capsule-contract-closure-dev-v1,E8_fingerprint_fallback_diagnostic,M0_ADDITIVE_METADATA_BUDGET,C4_CAPSULE_ERASED,64,0,0,0,0.0,0.0,0.0,0.0
exact-capsule-contract-closure-dev-v1,E8_fingerprint_fallback_diagnostic,M0_ADDITIVE_METADATA_BUDGET,C5_CAPSULE_TRUNCATED,64,0.734375,0.796875,0.796875,0.28125,0.0,32.0,32.0
exact-capsule-contract-closure-dev-v1,E8_fingerprint_fallback_diagnostic,M0_ADDITIVE_METADATA_BUDGET,C6_WRONG_VALID_CAPSULE,64,0,0,0,0.0,0.0,1.0,32.0
exact-capsule-contract-closure-dev-v1,E8_fingerprint_fallback_diagnostic,M0_ADDITIVE_METADATA_BUDGET,C7_STALE_CAPSULE,64,0,1,1,0.0,0.0,32.0,32.0
exact-capsule-contract-closure-dev-v1,E8_fingerprint_fallback_diagnostic,M0_ADDITIVE_METADATA_BUDGET,C8_MALFORMED_VERSION_NAMESPACE,64,0.703125,0.796875,0.796875,0.28125,0.0,32.0,32.0
exact-capsule-contract-closure-dev-v1,E8_fingerprint_fallback_diagnostic,M0_ADDITIVE_METADATA_BUDGET,C9_INTEGRITY_TAG_CORRUPTED,64,0.78125,0.796875,0.796875,0.34375,0.0,32.0,32.0
exact-capsule-contract-closure-dev-v1,E8_fingerprint_fallback_diagnostic,M1_FIXED_TOTAL_RECORD_BUDGET,C0_SEMANTIC_CLEAN_CAPSULE_CLEAN,64,0.796875,0.796875,0.796875,0.234375,0.0,1.0,32.0
exact-capsule-contract-closure-dev-v1,E8_fingerprint_fallback_diagnostic,M1_FIXED_TOTAL_RECORD_BUDGET,C10_VALID_CAPSULE_REFERENCED_TRACE_UNCOMMITTED,64,0,0,0,0.0,1.0,32.0,32.0
exact-capsule-contract-closure-dev-v1,E8_fingerprint_fallback_diagnostic,M1_FIXED_TOTAL_RECORD_BUDGET,C11_VALID_CAPSULE_REFERENCED_TRACE_MISSING,64,0,1,1,0.0,0.0,32.0,32.0
exact-capsule-contract-closure-dev-v1,E8_fingerprint_fallback_diagnostic,M1_FIXED_TOTAL_RECORD_BUDGET,C1_SEMANTIC_NOISY_CAPSULE_CLEAN,64,0.796875,0.796875,0.796875,0.28125,0.0,1.0,32.0
exact-capsule-contract-closure-dev-v1,E8_fingerprint_fallback_diagnostic,M1_FIXED_TOTAL_RECORD_BUDGET,C2_SEMANTIC_CLEAN_CAPSULE_NOISY,64,0.671875,0.78125,0.796875,0.140625,0.0,32.0,32.0
exact-capsule-contract-closure-dev-v1,E8_fingerprint_fallback_diagnostic,M1_FIXED_TOTAL_RECORD_BUDGET,C3_SEMANTIC_NOISY_CAPSULE_NOISY,64,0.6875,0.765625,0.796875,0.125,0.0,32.0,32.0
exact-capsule-contract-closure-dev-v1,E8_fingerprint_fallback_diagnostic,M1_FIXED_TOTAL_RECORD_BUDGET,C4_CAPSULE_ERASED,64,0,0,0,0.0,0.0,0.0,0.0
exact-capsule-contract-closure-dev-v1,E8_fingerprint_fallback_diagnostic,M1_FIXED_TOTAL_RECORD_BUDGET,C5_CAPSULE_TRUNCATED,64,0.703125,0.796875,0.796875,0.109375,0.0,32.0,32.0
exact-capsule-contract-closure-dev-v1,E8_fingerprint_fallback_diagnostic,M1_FIXED_TOTAL_RECORD_BUDGET,C6_WRONG_VALID_CAPSULE,64,0,0,0,0.0,0.0,1.0,32.0
exact-capsule-contract-closure-dev-v1,E8_fingerprint_fallback_diagnostic,M1_FIXED_TOTAL_RECORD_BUDGET,C7_STALE_CAPSULE,64,0,1,1,0.0,0.0,32.0,32.0
exact-capsule-contract-closure-dev-v1,E8_fingerprint_fallback_diagnostic,M1_FIXED_TOTAL_RECORD_BUDGET,C8_MALFORMED_VERSION_NAMESPACE,64,0.765625,0.796875,0.796875,0.140625,0.0,32.0,32.0
exact-capsule-contract-closure-dev-v1,E8_fingerprint_fallback_diagnostic,M1_FIXED_TOTAL_RECORD_BUDGET,C9_INTEGRITY_TAG_CORRUPTED,64,0.75,0.796875,0.796875,0.109375,0.0,32.0,32.0
