schema_version,method_id,budget_contract,corruption_cell,outcome,rate
exact-capsule-contract-closure-dev-v1,E1_semantic_lookup_sidecar,M1_FIXED_TOTAL_RECORD_BUDGET,C5_CAPSULE_TRUNCATED,RECONSTRUCTION_MISMATCH,0.0
exact-capsule-contract-closure-dev-v1,E1_semantic_lookup_sidecar,M1_FIXED_TOTAL_RECORD_BUDGET,C5_CAPSULE_TRUNCATED,VERIFIER_REJECT,0.0
exact-capsule-contract-closure-dev-v1,E1_semantic_lookup_sidecar,M1_FIXED_TOTAL_RECORD_BUDGET,C6_WRONG_VALID_CAPSULE,ACCEPT,0.5625
exact-capsule-contract-closure-dev-v1,E1_semantic_lookup_sidecar,M1_FIXED_TOTAL_RECORD_BUDGET,C6_WRONG_VALID_CAPSULE,AMBIGUOUS_TRACE,0.4375
exact-capsule-contract-closure-dev-v1,E1_semantic_lookup_sidecar,M1_FIXED_TOTAL_RECORD_BUDGET,C6_WRONG_VALID_CAPSULE,RECONSTRUCTION_MISMATCH,0.0
exact-capsule-contract-closure-dev-v1,E1_semantic_lookup_sidecar,M1_FIXED_TOTAL_RECORD_BUDGET,C6_WRONG_VALID_CAPSULE,VERIFIER_REJECT,0.0
exact-capsule-contract-closure-dev-v1,E1_semantic_lookup_sidecar,M1_FIXED_TOTAL_RECORD_BUDGET,C7_STALE_CAPSULE,AMBIGUOUS_TRACE,1.0
exact-capsule-contract-closure-dev-v1,E1_semantic_lookup_sidecar,M1_FIXED_TOTAL_RECORD_BUDGET,C8_MALFORMED_VERSION_NAMESPACE,ACCEPT,0.59375
exact-capsule-contract-closure-dev-v1,E1_semantic_lookup_sidecar,M1_FIXED_TOTAL_RECORD_BUDGET,C8_MALFORMED_VERSION_NAMESPACE,AMBIGUOUS_TRACE,0.40625
exact-capsule-contract-closure-dev-v1,E1_semantic_lookup_sidecar,M1_FIXED_TOTAL_RECORD_BUDGET,C8_MALFORMED_VERSION_NAMESPACE,RECONSTRUCTION_MISMATCH,0.0
exact-capsule-contract-closure-dev-v1,E1_semantic_lookup_sidecar,M1_FIXED_TOTAL_RECORD_BUDGET,C8_MALFORMED_VERSION_NAMESPACE,VERIFIER_REJECT,0.0
exact-capsule-contract-closure-dev-v1,E1_semantic_lookup_sidecar,M1_FIXED_TOTAL_RECORD_BUDGET,C9_INTEGRITY_TAG_CORRUPTED,ACCEPT,0.578125
exact-capsule-contract-closure-dev-v1,E1_semantic_lookup_sidecar,M1_FIXED_TOTAL_RECORD_BUDGET,C9_INTEGRITY_TAG_CORRUPTED,AMBIGUOUS_TRACE,0.421875
exact-capsule-contract-closure-dev-v1,E1_semantic_lookup_sidecar,M1_FIXED_TOTAL_RECORD_BUDGET,C9_INTEGRITY_TAG_CORRUPTED,RECONSTRUCTION_MISMATCH,0.0
exact-capsule-contract-closure-dev-v1,E1_semantic_lookup_sidecar,M1_FIXED_TOTAL_RECORD_BUDGET,C9_INTEGRITY_TAG_CORRUPTED,VERIFIER_REJECT,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C0_SEMANTIC_CLEAN_CAPSULE_CLEAN,ACCEPT,0.796875
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C0_SEMANTIC_CLEAN_CAPSULE_CLEAN,CAPSULE_PARSE_FAILURE,0.171875
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C0_SEMANTIC_CLEAN_CAPSULE_CLEAN,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C0_SEMANTIC_CLEAN_CAPSULE_CLEAN,RECONSTRUCTION_MISMATCH,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C0_SEMANTIC_CLEAN_CAPSULE_CLEAN,UNCOMMITTED_TRACE,0.03125
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C10_VALID_CAPSULE_REFERENCED_TRACE_UNCOMMITTED,CAPSULE_PARSE_FAILURE,0.875
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C10_VALID_CAPSULE_REFERENCED_TRACE_UNCOMMITTED,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C10_VALID_CAPSULE_REFERENCED_TRACE_UNCOMMITTED,UNCOMMITTED_TRACE,0.125
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C11_VALID_CAPSULE_REFERENCED_TRACE_MISSING,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C11_VALID_CAPSULE_REFERENCED_TRACE_MISSING,TOKEN_NOT_FOUND,1.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C1_SEMANTIC_NOISY_CAPSULE_CLEAN,ACCEPT,0.796875
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C1_SEMANTIC_NOISY_CAPSULE_CLEAN,CAPSULE_PARSE_FAILURE,0.171875
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C1_SEMANTIC_NOISY_CAPSULE_CLEAN,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C1_SEMANTIC_NOISY_CAPSULE_CLEAN,RECONSTRUCTION_MISMATCH,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C1_SEMANTIC_NOISY_CAPSULE_CLEAN,UNCOMMITTED_TRACE,0.03125
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C2_SEMANTIC_CLEAN_CAPSULE_NOISY,ACCEPT,0.1875
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C2_SEMANTIC_CLEAN_CAPSULE_NOISY,CAPSULE_INTEGRITY_FAILURE,0.484375
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C2_SEMANTIC_CLEAN_CAPSULE_NOISY,CAPSULE_PARSE_FAILURE,0.3125
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C2_SEMANTIC_CLEAN_CAPSULE_NOISY,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C2_SEMANTIC_CLEAN_CAPSULE_NOISY,RECONSTRUCTION_MISMATCH,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C2_SEMANTIC_CLEAN_CAPSULE_NOISY,UNCOMMITTED_TRACE,0.015625
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C3_SEMANTIC_NOISY_CAPSULE_NOISY,ACCEPT,0.203125
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C3_SEMANTIC_NOISY_CAPSULE_NOISY,CAPSULE_INTEGRITY_FAILURE,0.421875
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C3_SEMANTIC_NOISY_CAPSULE_NOISY,CAPSULE_PARSE_FAILURE,0.375
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C3_SEMANTIC_NOISY_CAPSULE_NOISY,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C3_SEMANTIC_NOISY_CAPSULE_NOISY,RECONSTRUCTION_MISMATCH,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C4_CAPSULE_ERASED,NO_TRACE,1.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C5_CAPSULE_TRUNCATED,CAPSULE_PARSE_FAILURE,1.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C5_CAPSULE_TRUNCATED,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C6_WRONG_VALID_CAPSULE,ACCEPT,0.796875
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C6_WRONG_VALID_CAPSULE,CAPSULE_PARSE_FAILURE,0.171875
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C6_WRONG_VALID_CAPSULE,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C6_WRONG_VALID_CAPSULE,UNCOMMITTED_TRACE,0.03125
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C6_WRONG_VALID_CAPSULE,VERIFIER_REJECT,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C7_STALE_CAPSULE,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C7_STALE_CAPSULE,STALE_TRACE,1.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C8_MALFORMED_VERSION_NAMESPACE,CAPSULE_PARSE_FAILURE,1.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C8_MALFORMED_VERSION_NAMESPACE,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C9_INTEGRITY_TAG_CORRUPTED,CAPSULE_INTEGRITY_FAILURE,0.828125
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C9_INTEGRITY_TAG_CORRUPTED,CAPSULE_PARSE_FAILURE,0.171875
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M0_ADDITIVE_METADATA_BUDGET,C9_INTEGRITY_TAG_CORRUPTED,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C0_SEMANTIC_CLEAN_CAPSULE_CLEAN,ACCEPT,0.796875
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C0_SEMANTIC_CLEAN_CAPSULE_CLEAN,CAPSULE_PARSE_FAILURE,0.171875
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C0_SEMANTIC_CLEAN_CAPSULE_CLEAN,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C0_SEMANTIC_CLEAN_CAPSULE_CLEAN,RECONSTRUCTION_MISMATCH,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C0_SEMANTIC_CLEAN_CAPSULE_CLEAN,UNCOMMITTED_TRACE,0.03125
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C10_VALID_CAPSULE_REFERENCED_TRACE_UNCOMMITTED,CAPSULE_PARSE_FAILURE,0.875
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C10_VALID_CAPSULE_REFERENCED_TRACE_UNCOMMITTED,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C10_VALID_CAPSULE_REFERENCED_TRACE_UNCOMMITTED,UNCOMMITTED_TRACE,0.125
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C11_VALID_CAPSULE_REFERENCED_TRACE_MISSING,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C11_VALID_CAPSULE_REFERENCED_TRACE_MISSING,TOKEN_NOT_FOUND,1.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C1_SEMANTIC_NOISY_CAPSULE_CLEAN,ACCEPT,0.796875
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C1_SEMANTIC_NOISY_CAPSULE_CLEAN,CAPSULE_PARSE_FAILURE,0.171875
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C1_SEMANTIC_NOISY_CAPSULE_CLEAN,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C1_SEMANTIC_NOISY_CAPSULE_CLEAN,RECONSTRUCTION_MISMATCH,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C1_SEMANTIC_NOISY_CAPSULE_CLEAN,UNCOMMITTED_TRACE,0.03125
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C2_SEMANTIC_CLEAN_CAPSULE_NOISY,ACCEPT,0.3125
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C2_SEMANTIC_CLEAN_CAPSULE_NOISY,CAPSULE_INTEGRITY_FAILURE,0.421875
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C2_SEMANTIC_CLEAN_CAPSULE_NOISY,CAPSULE_PARSE_FAILURE,0.25
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C2_SEMANTIC_CLEAN_CAPSULE_NOISY,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C2_SEMANTIC_CLEAN_CAPSULE_NOISY,RECONSTRUCTION_MISMATCH,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C2_SEMANTIC_CLEAN_CAPSULE_NOISY,UNCOMMITTED_TRACE,0.015625
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C3_SEMANTIC_NOISY_CAPSULE_NOISY,ACCEPT,0.1875
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C3_SEMANTIC_NOISY_CAPSULE_NOISY,CAPSULE_INTEGRITY_FAILURE,0.40625
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C3_SEMANTIC_NOISY_CAPSULE_NOISY,CAPSULE_PARSE_FAILURE,0.40625
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C3_SEMANTIC_NOISY_CAPSULE_NOISY,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C3_SEMANTIC_NOISY_CAPSULE_NOISY,RECONSTRUCTION_MISMATCH,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C4_CAPSULE_ERASED,NO_TRACE,1.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C5_CAPSULE_TRUNCATED,CAPSULE_PARSE_FAILURE,1.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C5_CAPSULE_TRUNCATED,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C6_WRONG_VALID_CAPSULE,ACCEPT,0.796875
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C6_WRONG_VALID_CAPSULE,CAPSULE_PARSE_FAILURE,0.171875
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C6_WRONG_VALID_CAPSULE,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C6_WRONG_VALID_CAPSULE,UNCOMMITTED_TRACE,0.03125
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C6_WRONG_VALID_CAPSULE,VERIFIER_REJECT,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C7_STALE_CAPSULE,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C7_STALE_CAPSULE,STALE_TRACE,1.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C8_MALFORMED_VERSION_NAMESPACE,CAPSULE_PARSE_FAILURE,1.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C8_MALFORMED_VERSION_NAMESPACE,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C9_INTEGRITY_TAG_CORRUPTED,CAPSULE_INTEGRITY_FAILURE,0.828125
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C9_INTEGRITY_TAG_CORRUPTED,CAPSULE_PARSE_FAILURE,0.171875
exact-capsule-contract-closure-dev-v1,E2_ordinary_carried_typed_trace_field,M1_FIXED_TOTAL_RECORD_BUDGET,C9_INTEGRITY_TAG_CORRUPTED,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C0_SEMANTIC_CLEAN_CAPSULE_CLEAN,ACCEPT,0.796875
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C0_SEMANTIC_CLEAN_CAPSULE_CLEAN,CAPSULE_PARSE_FAILURE,0.171875
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C0_SEMANTIC_CLEAN_CAPSULE_CLEAN,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C0_SEMANTIC_CLEAN_CAPSULE_CLEAN,RECONSTRUCTION_MISMATCH,0.0
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C0_SEMANTIC_CLEAN_CAPSULE_CLEAN,UNCOMMITTED_TRACE,0.03125
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C10_VALID_CAPSULE_REFERENCED_TRACE_UNCOMMITTED,CAPSULE_PARSE_FAILURE,0.875
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C10_VALID_CAPSULE_REFERENCED_TRACE_UNCOMMITTED,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C10_VALID_CAPSULE_REFERENCED_TRACE_UNCOMMITTED,UNCOMMITTED_TRACE,0.125
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C11_VALID_CAPSULE_REFERENCED_TRACE_MISSING,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C11_VALID_CAPSULE_REFERENCED_TRACE_MISSING,TOKEN_NOT_FOUND,1.0
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C1_SEMANTIC_NOISY_CAPSULE_CLEAN,ACCEPT,0.796875
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C1_SEMANTIC_NOISY_CAPSULE_CLEAN,CAPSULE_PARSE_FAILURE,0.171875
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C1_SEMANTIC_NOISY_CAPSULE_CLEAN,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C1_SEMANTIC_NOISY_CAPSULE_CLEAN,RECONSTRUCTION_MISMATCH,0.0
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C1_SEMANTIC_NOISY_CAPSULE_CLEAN,UNCOMMITTED_TRACE,0.03125
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C2_SEMANTIC_CLEAN_CAPSULE_NOISY,ACCEPT,0.203125
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C2_SEMANTIC_CLEAN_CAPSULE_NOISY,CAPSULE_INTEGRITY_FAILURE,0.421875
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C2_SEMANTIC_CLEAN_CAPSULE_NOISY,CAPSULE_PARSE_FAILURE,0.375
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C2_SEMANTIC_CLEAN_CAPSULE_NOISY,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C2_SEMANTIC_CLEAN_CAPSULE_NOISY,RECONSTRUCTION_MISMATCH,0.0
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C3_SEMANTIC_NOISY_CAPSULE_NOISY,ACCEPT,0.265625
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C3_SEMANTIC_NOISY_CAPSULE_NOISY,CAPSULE_INTEGRITY_FAILURE,0.421875
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C3_SEMANTIC_NOISY_CAPSULE_NOISY,CAPSULE_PARSE_FAILURE,0.296875
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C3_SEMANTIC_NOISY_CAPSULE_NOISY,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C3_SEMANTIC_NOISY_CAPSULE_NOISY,RECONSTRUCTION_MISMATCH,0.0
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C3_SEMANTIC_NOISY_CAPSULE_NOISY,UNCOMMITTED_TRACE,0.015625
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C4_CAPSULE_ERASED,NO_TRACE,1.0
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C5_CAPSULE_TRUNCATED,CAPSULE_PARSE_FAILURE,1.0
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C5_CAPSULE_TRUNCATED,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C6_WRONG_VALID_CAPSULE,ACCEPT,0.796875
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C6_WRONG_VALID_CAPSULE,CAPSULE_PARSE_FAILURE,0.171875
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C6_WRONG_VALID_CAPSULE,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C6_WRONG_VALID_CAPSULE,UNCOMMITTED_TRACE,0.03125
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C6_WRONG_VALID_CAPSULE,VERIFIER_REJECT,0.0
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C7_STALE_CAPSULE,NO_TRACE,0.0
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C7_STALE_CAPSULE,STALE_TRACE,1.0
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C8_MALFORMED_VERSION_NAMESPACE,CAPSULE_PARSE_FAILURE,1.0
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C8_MALFORMED_VERSION_NAMESPACE,NO_TRACE,0.0
