schema_version,method_id,budget_contract,corruption_cell,capsule_parse_p50_sec,semantic_fallback_p50_sec,replay_p50_sec,total_p50_sec,total_p95_sec,total_p99_sec
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C3_SEMANTIC_NOISY_CAPSULE_NOISY,8.150062058120966e-06,0.0,0.0,1.00000761449337e-05,0.0006344249588437378,0.0009919030044693486
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C4_CAPSULE_ERASED,8.00006091594696e-07,0.0,0.0,1.800013706088066e-06,2.369919093325733e-06,0.00010505202459171345
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C5_CAPSULE_TRUNCATED,9.00006853044033e-07,0.0,0.0,1.9000144675374031e-06,2.200016751885414e-06,5.209996597841374e-06
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C6_WRONG_VALID_CAPSULE,1.8000020645558834e-05,0.0,0.00024480000138282776,0.0005771999713033438,0.000944564992096275,0.0011763620411511509
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C7_STALE_CAPSULE,6.749993190169334e-06,0.0,0.0,7.900060154497623e-06,1.0839966125786302e-05,1.6534009482711533e-05
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C8_MALFORMED_VERSION_NAMESPACE,2.600019797682762e-06,0.0,0.0,3.700028173625469e-06,5.3350231610238484e-06,5.700043402612209e-06
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M0_ADDITIVE_METADATA_BUDGET,C9_INTEGRITY_TAG_CORRUPTED,5.300040356814861e-06,0.0,0.0,6.4999330788850784e-06,7.624959107488391e-06,9.169953409582373e-06
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C0_SEMANTIC_CLEAN_CAPSULE_CLEAN,1.8000020645558834e-05,0.0,0.00023530004546046257,0.0005706499796360731,0.0007923449680674816,0.0010045549960341303
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C10_VALID_CAPSULE_REFERENCED_TRACE_UNCOMMITTED,9.00006853044033e-07,0.0,0.0,1.9000144675374031e-06,8.869951125234364e-06,9.621956851333378e-06
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C11_VALID_CAPSULE_REFERENCED_TRACE_MISSING,6.600050255656242e-06,0.0,0.0,7.800001185387373e-06,1.3440003385767327e-05,6.456098286435001e-05
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C1_SEMANTIC_NOISY_CAPSULE_CLEAN,1.8249964341521263e-05,0.0,0.00023990008048713207,0.0005757000180892646,0.0009459700202569364,0.001061577007640153
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C2_SEMANTIC_CLEAN_CAPSULE_NOISY,6.199989002197981e-06,0.0,0.0,7.650000043213367e-06,0.0006112500152084976,0.0008234670618548986
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C3_SEMANTIC_NOISY_CAPSULE_NOISY,8.399947546422482e-06,0.0,0.0,1.1400028597563505e-05,0.0006331100652460008,0.0008089040499180554
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C4_CAPSULE_ERASED,8.00006091594696e-07,0.0,0.0,1.800013706088066e-06,1.999997766688466e-06,3.181024221703407e-06
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C5_CAPSULE_TRUNCATED,9.00006853044033e-07,0.0,0.0,1.800013706088066e-06,2.00001522898674e-06,2.9440224170684784e-06
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C6_WRONG_VALID_CAPSULE,1.8249964341521263e-05,0.0,0.0002431499888189137,0.0005873999907635152,0.0009340650110971182,0.0010603910288773475
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C7_STALE_CAPSULE,7.4999406933784485e-06,0.0,0.0,8.999952115118504e-06,1.2379977852106089e-05,1.7939020181074726e-05
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C8_MALFORMED_VERSION_NAMESPACE,2.599903382360935e-06,0.0,0.0,3.600027412176132e-06,3.984913928434252e-06,7.175011560320835e-06
exact-capsule-contract-closure-dev-v1,E3_isolated_raw_exact_capsule,M1_FIXED_TOTAL_RECORD_BUDGET,C9_INTEGRITY_TAG_CORRUPTED,5.399982910603285e-06,0.0,0.0,6.4999330788850784e-06,7.254956290125845e-06,9.92895918898284e-06
exact-capsule-contract-closure-dev-v1,E4_random_opaque_token_capsule,M0_ADDITIVE_METADATA_BUDGET,C0_SEMANTIC_CLEAN_CAPSULE_CLEAN,1.3449985999614e-05,0.0,0.0,2.4049950297921896e-05,0.0006998549913987516,0.0008024389320053156
exact-capsule-contract-closure-dev-v1,E4_random_opaque_token_capsule,M0_ADDITIVE_METADATA_BUDGET,C10_VALID_CAPSULE_REFERENCED_TRACE_UNCOMMITTED,6.7999353632330894e-06,0.0,0.0,7.900060154497623e-06,1.0539981303736564e-05,1.0885039810091257e-05
