schema_version,method_id,budget_contract,trace_dimensions,corruption_cell,ambiguity_detection_rate,silent_wrong_trace_rate,abstention_rate,expansion_rate
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C1_SEMANTIC_ONLY,0,0,0.03125,0.0703125
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C2_CAPSULE_ONLY,0,0,0.125,0.0859375
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,0,0,0.03125,0.078125
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C4_CAPSULE_MISSING,0,0,0,0.75
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,0,0,0.03125,0.0703125
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C6_WRONG_VALID_CAPSULE,0,0,0.125,0.734375
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,64,C0_CLEAN,0,0,0.09375,0.1015625
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,64,C1_SEMANTIC_ONLY,0,0,0,0.0859375
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,64,C2_CAPSULE_ONLY,0,0,0.0859375,0.0703125
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,0,0,0,0.1015625
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,64,C4_CAPSULE_MISSING,0,0,0,0.75
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,0,0,0,0.046875
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,64,C6_WRONG_VALID_CAPSULE,0,0,0.09375,0.734375
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,128,C0_CLEAN,0,0,0,0.03125
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,128,C1_SEMANTIC_ONLY,0,0,0,0.0546875
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,128,C2_CAPSULE_ONLY,0,0,0,0.09375
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,0,0,0,0.046875
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,128,C4_CAPSULE_MISSING,0,0,0,0.75
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,0,0,0,0.0703125
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,128,C6_WRONG_VALID_CAPSULE,0,0,0,0.7421875
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C0_CLEAN,0,0,0.03125,0.0546875
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C1_SEMANTIC_ONLY,0,0,0,0.0546875
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C2_CAPSULE_ONLY,0,0,0.03125,0.078125
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,0,0,0,0.09375
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C4_CAPSULE_MISSING,0,0,0.03125,0.09375
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,0,0,0,0.1328125
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C6_WRONG_VALID_CAPSULE,0,0,0.03125,0.2421875
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C0_CLEAN,0,0,0.125,0.0703125
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C1_SEMANTIC_ONLY,0,0,0.03125,0.0703125
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C2_CAPSULE_ONLY,0,0,0.125,0.0859375
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,0,0,0.03125,0.078125
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C4_CAPSULE_MISSING,0,0,0.125,0.0703125
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,0,0,0.03125,0.0703125
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C6_WRONG_VALID_CAPSULE,0,0,0.125,0.1796875
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,64,C0_CLEAN,0,0,0.09375,0.1015625
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,64,C1_SEMANTIC_ONLY,0,0,0,0.0859375
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,64,C2_CAPSULE_ONLY,0,0,0.0859375,0.0703125
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,0,0,0,0.1015625
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,64,C4_CAPSULE_MISSING,0,0,0.09375,0.0390625
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,0,0,0,0.046875
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,64,C6_WRONG_VALID_CAPSULE,0,0,0.09375,0.1875
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,128,C0_CLEAN,0,0,0,0.03125
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,128,C1_SEMANTIC_ONLY,0,0,0,0.0546875
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,128,C2_CAPSULE_ONLY,0,0,0,0.09375
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,0,0,0,0.046875
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,128,C4_CAPSULE_MISSING,0,0,0,0.125
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,0,0,0,0.0703125
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,128,C6_WRONG_VALID_CAPSULE,0,0,0,0.2109375
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,0,C0_CLEAN,0,0,0,0.7265625
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,0,C1_SEMANTIC_ONLY,0,0,0,0.734375
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,0,C2_CAPSULE_ONLY,0,0,0.0078125,0.7265625
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,0,C3_SEMANTIC_AND_CAPSULE,0,0,0,0.75
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,0,C4_CAPSULE_MISSING,0,0,0,0.7109375
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,0,C5_SEMANTIC_PARTIAL_MASK,0,0,0,0.734375
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,0,C6_WRONG_VALID_CAPSULE,0,0,0,0.7421875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,64,C0_CLEAN,0,0,0,0.7421875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,64,C1_SEMANTIC_ONLY,0,0,0,0.734375
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,64,C2_CAPSULE_ONLY,0,0,0,0.7265625
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,0,0,0,0.7421875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,64,C4_CAPSULE_MISSING,0,0,0,0.7421875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,0,0,0,0.7265625
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,64,C6_WRONG_VALID_CAPSULE,0,0,0,0.75
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,128,C0_CLEAN,0,0,0,0.75
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,128,C1_SEMANTIC_ONLY,0,0,0,0.75
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,128,C2_CAPSULE_ONLY,0,0,0.0078125,0.7421875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,0,0,0,0.71875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,128,C4_CAPSULE_MISSING,0,0,0,0.71875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,0,0,0,0.734375
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,128,C6_WRONG_VALID_CAPSULE,0,0,0,0.7421875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,0,C0_CLEAN,0,0,0,0.7265625
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,0,C1_SEMANTIC_ONLY,0,0,0,0.7421875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,0,C2_CAPSULE_ONLY,0,0,0,0.75
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,0,C3_SEMANTIC_AND_CAPSULE,0,0,0,0.7265625
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,0,C4_CAPSULE_MISSING,0,0,0,0.75
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,0,C5_SEMANTIC_PARTIAL_MASK,0,0,0,0.7421875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,0,C6_WRONG_VALID_CAPSULE,0,0,0,0.7421875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,64,C0_CLEAN,0,0,0,0.734375
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,64,C1_SEMANTIC_ONLY,0,0,0,0.71875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,64,C2_CAPSULE_ONLY,0,0,0.0078125,0.734375
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,0,0,0,0.7421875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,64,C4_CAPSULE_MISSING,0,0,0,0.734375
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,0,0,0,0.7421875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,64,C6_WRONG_VALID_CAPSULE,0,0,0.0078125,0.7421875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,128,C0_CLEAN,0,0,0,0.7421875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,128,C1_SEMANTIC_ONLY,0,0,0,0.71875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,128,C2_CAPSULE_ONLY,0,0,0,0.7421875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,0,0,0,0.734375
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,128,C4_CAPSULE_MISSING,0,0,0,0.7265625
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,0,0,0,0.7421875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,128,C6_WRONG_VALID_CAPSULE,0,0,0,0.7265625
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,0,C0_CLEAN,0.046875,0,0.03125,0.0703125
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,0,C1_SEMANTIC_ONLY,0.03125,0,0,0.046875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,0,C2_CAPSULE_ONLY,0.03125,0,0.03125,0.078125
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,0,C3_SEMANTIC_AND_CAPSULE,0.015625,0,0,0.0390625
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,0,C4_CAPSULE_MISSING,0.0625,0,0.03125,0.0625
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,0,C5_SEMANTIC_PARTIAL_MASK,0.03125,0,0,0.046875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,0,C6_WRONG_VALID_CAPSULE,0.046875,0,0.03125,0.0390625
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,64,C0_CLEAN,0.03125,0,0,0.0390625
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,64,C1_SEMANTIC_ONLY,0.078125,0,0,0.0234375
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,64,C2_CAPSULE_ONLY,0.0625,0,0,0.046875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,0.0625,0,0,0.0625
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,64,C4_CAPSULE_MISSING,0.046875,0,0,0.0625
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,0.078125,0,0,0.0625
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,64,C6_WRONG_VALID_CAPSULE,0.015625,0,0,0.0625
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,128,C0_CLEAN,0.015625,0,0.125,0.0390625
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,128,C1_SEMANTIC_ONLY,0.046875,0,0.03125,0.0546875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,128,C2_CAPSULE_ONLY,0.03125,0,0.125,0.0546875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,0.046875,0,0.03125,0.046875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,128,C4_CAPSULE_MISSING,0.046875,0,0.125,0.046875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,0.03125,0,0.03125,0.0625
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,128,C6_WRONG_VALID_CAPSULE,0.015625,0,0.125,0.03125
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,0,C0_CLEAN,0.046875,0,0,0.046875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,0,C1_SEMANTIC_ONLY,0.03125,0,0,0.0625
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,0,C2_CAPSULE_ONLY,0.078125,0,0,0.0625
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,0,C3_SEMANTIC_AND_CAPSULE,0.09375,0,0,0.078125
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,0,C4_CAPSULE_MISSING,0.078125,0,0,0.0546875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,0,C5_SEMANTIC_PARTIAL_MASK,0.03125,0,0,0.0546875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,0,C6_WRONG_VALID_CAPSULE,0.03125,0,0,0.046875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,64,C0_CLEAN,0.046875,0,0.0625,0.0703125
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,64,C1_SEMANTIC_ONLY,0.03125,0,0,0.0546875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,64,C2_CAPSULE_ONLY,0.046875,0,0.0625,0.0546875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,0.03125,0,0,0.0703125
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,64,C4_CAPSULE_MISSING,0.015625,0,0.0625,0.0234375
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,0.078125,0,0,0.0234375
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,64,C6_WRONG_VALID_CAPSULE,0.046875,0,0.0625,0.0546875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,128,C0_CLEAN,0.015625,0,0,0.0234375
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,128,C1_SEMANTIC_ONLY,0.03125,0,0,0.0546875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,128,C2_CAPSULE_ONLY,0.0625,0,0,0.0703125
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,0.046875,0,0,0.03125
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,128,C4_CAPSULE_MISSING,0.0625,0,0,0.09375
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,0.046875,0,0,0.046875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,128,C6_WRONG_VALID_CAPSULE,0.09375,0,0,0.0390625
