schema_version,method_id,budget_contract,trace_dimensions,corruption_cell,trials,trace_spike_recall_at_1,trace_spike_recall_at_8,trace_spike_recall_at_32,trace_spike_candidate_count_mean,trace_spike_candidate_count_p50,trace_spike_candidate_count_p95,exact_trace_selection_rate,conditional_risk_among_accepted,accepted_coverage,decoder_families_attempted_mean,decoder_invocations_mean,factor_or_replay_candidates_evaluated_mean,verified_reconstruction_rate,wrong_decoder_invocations_mean,time_to_verified_reconstruction_p50,ambiguity_detection_rate,silent_wrong_trace_rate,abstention_rate,expansion_rate
first-order-trace-coactivation-dev-v1,B1_conventional_semantic_lookup_sidecar,FIXED_TOTAL_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.453125,0.0,0.453125,0.453125,0.453125,17.953125,0.1328125,0.3203125,0.0,0.25,0,0,0.046875
first-order-trace-coactivation-dev-v1,B1_conventional_semantic_lookup_sidecar,FIXED_TOTAL_CAPACITY,128,C4_CAPSULE_MISSING,128,0.75,0.75,0.75,32,32.0,32.0,0.375,0.0,0.375,0.375,0.375,20.375,0.109375,0.265625,0.0,0.25,0,0,0.125
first-order-trace-coactivation-dev-v1,B1_conventional_semantic_lookup_sidecar,FIXED_TOTAL_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,32,32.0,32.0,0.4296875,0.0,0.4296875,0.4296875,0.4296875,18.6796875,0.1171875,0.3125,0.0,0.25,0,0,0.0703125
first-order-trace-coactivation-dev-v1,B1_conventional_semantic_lookup_sidecar,FIXED_TOTAL_CAPACITY,128,C6_WRONG_VALID_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.4375,0.0,0.4375,0.4375,0.4375,18.4375,0.140625,0.296875,0.0,0.25,0,0,0.0625
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_SEMANTIC_CAPACITY,0,C0_CLEAN,128,0.75,0.75,0.75,32,32.0,32.0,0.4140625,0.0,0.4140625,0.4140625,0.4140625,19.1640625,0.34375,0.0703125,0.0,0.25,0,0.03125,0.0859375
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_SEMANTIC_CAPACITY,0,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.4296875,0.0,0.4296875,0.4296875,0.4296875,18.6796875,0.34375,0.0859375,0.0,0.25,0,0,0.0703125
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_SEMANTIC_CAPACITY,0,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.4140625,0.0,0.4140625,0.4140625,0.4140625,19.1640625,0.3203125,0.09375,0.0,0.25,0,0.03125,0.0859375
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_SEMANTIC_CAPACITY,0,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.4453125,0.0,0.4453125,0.4453125,0.4453125,18.1953125,0.3828125,0.0625,0.0,0.25,0,0,0.0546875
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_SEMANTIC_CAPACITY,0,C4_CAPSULE_MISSING,128,0.75,0.75,0.75,32,32.0,32.0,0.4140625,0.0,0.4140625,0.4140625,0.4140625,19.1640625,0.3359375,0.078125,0.0,0.25,0,0.03125,0.0859375
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_SEMANTIC_CAPACITY,0,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,32,32.0,32.0,0.421875,0.0,0.421875,0.421875,0.421875,18.921875,0.3984375,0.0234375,0.0,0.25,0,0,0.078125
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_SEMANTIC_CAPACITY,0,C6_WRONG_VALID_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.421875,0.0,0.421875,0.421875,0.421875,18.921875,0.2890625,0.1328125,0.0,0.25,0,0.03125,0.078125
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_SEMANTIC_CAPACITY,64,C0_CLEAN,128,0.75,0.75,0.75,32,32.0,32.0,0.4453125,0.0,0.4453125,0.4453125,0.4453125,18.1953125,0.375,0.0703125,0.0,0.25,0,0.03125,0.0546875
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_SEMANTIC_CAPACITY,64,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.4453125,0.0,0.4453125,0.4453125,0.4453125,18.1953125,0.3828125,0.0625,0.0,0.25,0,0,0.0546875
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_SEMANTIC_CAPACITY,64,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.421875,0.0,0.421875,0.421875,0.421875,18.921875,0.328125,0.09375,0.0,0.25,0,0.03125,0.078125
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_SEMANTIC_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.40625,0.0,0.40625,0.40625,0.40625,19.40625,0.3203125,0.0859375,0.0,0.25,0,0,0.09375
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_SEMANTIC_CAPACITY,64,C4_CAPSULE_MISSING,128,0.75,0.75,0.75,32,32.0,32.0,0.40625,0.0,0.40625,0.40625,0.40625,19.40625,0.3125,0.09375,0.0,0.25,0,0.03125,0.09375
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_SEMANTIC_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,32,32.0,32.0,0.3671875,0.0,0.3671875,0.3671875,0.3671875,20.6171875,0.2890625,0.078125,0.0,0.25,0,0,0.1328125
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_SEMANTIC_CAPACITY,64,C6_WRONG_VALID_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.4296875,0.0,0.4296875,0.4296875,0.4296875,18.6796875,0.359375,0.0703125,0.0,0.25,0,0.03125,0.0703125
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_SEMANTIC_CAPACITY,128,C0_CLEAN,128,0.75,0.75,0.75,32,32.0,32.0,0.4296875,0.0,0.4296875,0.4296875,0.4296875,18.6796875,0.328125,0.1015625,0.0,0.25,0,0.125,0.0703125
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_SEMANTIC_CAPACITY,128,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.4296875,0.0,0.4296875,0.4296875,0.4296875,18.6796875,0.34375,0.0859375,0.0,0.25,0,0.03125,0.0703125
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_SEMANTIC_CAPACITY,128,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.4140625,0.0,0.4140625,0.4140625,0.4140625,19.1640625,0.359375,0.0546875,0.0,0.25,0,0.125,0.0859375
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_SEMANTIC_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.4296875,0.0,0.4296875,0.4296875,0.4296875,18.6796875,0.359375,0.0703125,0.0,0.25,0,0.03125,0.0703125
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_SEMANTIC_CAPACITY,128,C4_CAPSULE_MISSING,128,0.75,0.75,0.75,32,32.0,32.0,0.4296875,0.0,0.4296875,0.4296875,0.4296875,18.6796875,0.375,0.0546875,0.0,0.25,0,0.125,0.0703125
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_SEMANTIC_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,32,32.0,32.0,0.4296875,0.0,0.4296875,0.4296875,0.4296875,18.6796875,0.375,0.0546875,0.0,0.25,0,0.03125,0.0703125
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_SEMANTIC_CAPACITY,128,C6_WRONG_VALID_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.4375,0.0,0.4375,0.4375,0.4375,18.4375,0.359375,0.078125,0.0,0.25,0,0.125,0.0625
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_TOTAL_CAPACITY,0,C0_CLEAN,128,0.75,0.75,0.75,32,32.0,32.0,0.4296875,0.0,0.4296875,0.4296875,0.4296875,18.6796875,0.3515625,0.078125,0.0,0.25,0,0,0.0703125
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_TOTAL_CAPACITY,0,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.4140625,0.0,0.4140625,0.4140625,0.4140625,19.1640625,0.3359375,0.078125,0.0,0.25,0,0,0.0859375
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_TOTAL_CAPACITY,0,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.3984375,0.0,0.3984375,0.3984375,0.3984375,19.6484375,0.3515625,0.046875,0.0,0.25,0,0,0.1015625
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_TOTAL_CAPACITY,0,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.421875,0.0,0.421875,0.421875,0.421875,18.921875,0.359375,0.0625,0.0,0.25,0,0,0.078125
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_TOTAL_CAPACITY,0,C4_CAPSULE_MISSING,128,0.75,0.75,0.75,32,32.0,32.0,0.421875,0.0,0.421875,0.421875,0.421875,18.921875,0.359375,0.0625,0.0,0.25,0,0,0.078125
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_TOTAL_CAPACITY,0,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,32,32.0,32.0,0.3828125,0.0,0.3828125,0.3828125,0.3828125,20.1328125,0.296875,0.0859375,0.0,0.25,0,0,0.1171875
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_TOTAL_CAPACITY,0,C6_WRONG_VALID_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.4375,0.0,0.4375,0.4375,0.4375,18.4375,0.3828125,0.0546875,0.0,0.25,0,0,0.0625
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_TOTAL_CAPACITY,64,C0_CLEAN,128,0.75,0.75,0.75,32,32.0,32.0,0.3984375,0.0,0.3984375,0.3984375,0.3984375,19.6484375,0.125,0.2734375,0.0,0.25,0,0.09375,0.1015625
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_TOTAL_CAPACITY,64,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.421875,0.0,0.421875,0.421875,0.421875,18.921875,0.140625,0.28125,0.0,0.25,0,0,0.078125
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_TOTAL_CAPACITY,64,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.4296875,0.0,0.4296875,0.4296875,0.4296875,18.6796875,0.109375,0.3203125,0.0,0.25,0,0.09375,0.0703125
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_TOTAL_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.3984375,0.0,0.3984375,0.3984375,0.3984375,19.6484375,0.1328125,0.265625,0.0,0.25,0,0,0.1015625
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_TOTAL_CAPACITY,64,C4_CAPSULE_MISSING,128,0.75,0.75,0.75,32,32.0,32.0,0.4609375,0.0,0.4609375,0.4609375,0.4609375,17.7109375,0.1328125,0.328125,0.0,0.25,0,0.09375,0.0390625
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_TOTAL_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,32,32.0,32.0,0.453125,0.0,0.453125,0.453125,0.453125,17.953125,0.140625,0.3125,0.0,0.25,0,0,0.046875
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_TOTAL_CAPACITY,64,C6_WRONG_VALID_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.421875,0.0,0.421875,0.421875,0.421875,18.921875,0.1328125,0.2890625,0.0,0.25,0,0.09375,0.078125
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_TOTAL_CAPACITY,128,C0_CLEAN,128,0.75,0.75,0.75,32,32.0,32.0,0.46875,0.0,0.46875,0.46875,0.46875,17.46875,0.15625,0.3125,0.0,0.25,0,0,0.03125
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_TOTAL_CAPACITY,128,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.4453125,0.0,0.4453125,0.4453125,0.4453125,18.1953125,0.125,0.3203125,0.0,0.25,0,0,0.0546875
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_TOTAL_CAPACITY,128,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.40625,0.0,0.40625,0.40625,0.40625,19.40625,0.109375,0.296875,0.0,0.25,0,0,0.09375
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_TOTAL_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.453125,0.0,0.453125,0.453125,0.453125,17.953125,0.1328125,0.3203125,0.0,0.25,0,0,0.046875
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_TOTAL_CAPACITY,128,C4_CAPSULE_MISSING,128,0.75,0.75,0.75,32,32.0,32.0,0.375,0.0,0.375,0.375,0.375,20.375,0.109375,0.265625,0.0,0.25,0,0,0.125
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_TOTAL_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,32,32.0,32.0,0.4296875,0.0,0.4296875,0.4296875,0.4296875,18.6796875,0.1171875,0.3125,0.0,0.25,0,0,0.0703125
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_TOTAL_CAPACITY,128,C6_WRONG_VALID_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.4375,0.0,0.4375,0.4375,0.4375,18.4375,0.140625,0.296875,0.0,0.25,0,0,0.0625
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,64,C0_CLEAN,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75,0.75,0.75,8.75,0.65625,0.09375,0.00017709995154291391,0,0,0,0
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,64,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75,0.75,0.75,8.75,0.65625,0.09375,0.00017945002764463425,0,0,0,0
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,64,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75,0.75,0.75,8.75,0.609375,0.140625,0.00017260003369301558,0,0,0,0
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75,0.75,0.75,8.75,0.640625,0.109375,0.0001760500017553568,0,0,0,0
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,64,C4_CAPSULE_MISSING,128,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.75
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75,0.75,0.75,8.75,0.6015625,0.1484375,0.00017414998728781939,0,0,0,0
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,64,C6_WRONG_VALID_CAPSULE,128,0.015625,0.015625,0.015625,32,32.0,32.0,0.015625,0.0,0.015625,0.015625,0.015625,31.515625,0.015625,0,0.0,0,0,0,0.734375
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,128,C0_CLEAN,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75,0.75,0.75,8.75,0.5546875,0.1953125,0.0001869499683380127,0,0,0,0
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,128,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75,0.75,0.75,8.75,0.5625,0.1875,0.00018450000789016485,0,0,0,0
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,128,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75,0.75,0.75,8.75,0.6640625,0.0859375,0.00018040003487840295,0,0,0,0
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.7421875,0.0,0.7421875,0.7421875,0.7421875,8.9921875,0.6171875,0.125,0.00018405000446364284,0,0,0,0.0078125
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,128,C4_CAPSULE_MISSING,128,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.75
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75,0.75,0.75,8.75,0.640625,0.109375,0.00018339999951422215,0,0,0,0
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,128,C6_WRONG_VALID_CAPSULE,128,0.0078125,0.0078125,0.0078125,32,32.0,32.0,0.0078125,0.0,0.0078125,0.0078125,0.0078125,31.7578125,0.0078125,0,0.0,0,0,0,0.7421875
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,64,C0_CLEAN,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75,0.75,0.75,8.75,0.2421875,0.5078125,0.00017574999947100878,0,0,0,0
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,64,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.7421875,0.0,0.7421875,0.7421875,0.7421875,8.9921875,0.265625,0.4765625,0.00018039997667074203,0,0,0,0.0078125
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,64,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75,0.75,0.75,8.75,0.1953125,0.5546875,0.00017595005920156837,0,0,0,0
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75,0.75,0.75,8.75,0.265625,0.484375,0.00017705006757751107,0,0,0,0
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,64,C4_CAPSULE_MISSING,128,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.75
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75,0.75,0.75,8.75,0.265625,0.484375,0.00018055003602057695,0,0,0,0
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,64,C6_WRONG_VALID_CAPSULE,128,0.0234375,0.0234375,0.0234375,32,32.0,32.0,0.015625,0.0,0.015625,0.015625,0.015625,31.515625,0.0078125,0.0078125,0.0,0,0,0,0.734375
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,128,C0_CLEAN,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75,0.75,0.75,8.75,0.2890625,0.4609375,0.00020030001178383827,0,0,0,0
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,128,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75,0.75,0.75,8.75,0.21875,0.53125,0.00017719995230436325,0,0,0,0
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,128,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.7421875,0.0,0.7421875,0.7421875,0.7421875,8.9921875,0.296875,0.4453125,0.00017585005844011903,0,0,0,0.0078125
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75,0.75,0.75,8.75,0.2890625,0.4609375,0.00018564995843917131,0,0,0,0
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,128,C4_CAPSULE_MISSING,128,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.75
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75,0.75,0.75,8.75,0.2578125,0.4921875,0.00017764995573088527,0,0,0,0
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,128,C6_WRONG_VALID_CAPSULE,128,0.0078125,0.0078125,0.0078125,32,32.0,32.0,0.0078125,0.0,0.0078125,0.0078125,0.0078125,31.7578125,0,0.0078125,0.0,0,0,0,0.7421875
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C0_CLEAN,128,0.75,0.75,0.75,32,32.0,32.0,0.6953125,0.0,0.6953125,0.6953125,0.6953125,10.4453125,0.609375,0.0859375,0.00017374998424202204,0,0,0.03125,0.0546875
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.6953125,0.0,0.6953125,0.6953125,0.6953125,10.4453125,0.6171875,0.078125,0.0001849000109359622,0,0,0,0.0546875
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.671875,0.0,0.671875,0.671875,0.671875,11.171875,0.546875,0.125,0.00016504997620359063,0,0,0.03125,0.078125
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.65625,0.0,0.65625,0.65625,0.65625,11.65625,0.5703125,0.0859375,0.00017390004359185696,0,0,0,0.09375
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C4_CAPSULE_MISSING,128,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.75
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,32,32.0,32.0,0.6171875,0.0,0.6171875,0.6171875,0.6171875,12.8671875,0.4921875,0.125,0.000161950069013983,0,0,0,0.1328125
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C6_WRONG_VALID_CAPSULE,128,0,0,0,32,32.0,32.0,0,0.0,0.0,0,0,32,0,0,0.0,0,0,0.03125,0.75
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C0_CLEAN,128,0.75,0.75,0.75,32,32.0,32.0,0.6796875,0.0,0.6796875,0.6796875,0.6796875,10.9296875,0.5,0.1796875,0.000179799972102046,0,0,0.125,0.0703125
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.6796875,0.0,0.6796875,0.6796875,0.6796875,10.9296875,0.515625,0.1640625,0.00017590000061318278,0,0,0.03125,0.0703125
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.6640625,0.0,0.6640625,0.6640625,0.6640625,11.4140625,0.59375,0.0703125,0.00017085002036765218,0,0,0.125,0.0859375
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.671875,0.0,0.671875,0.671875,0.671875,11.171875,0.5703125,0.1015625,0.0001782500185072422,0,0,0.03125,0.078125
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C4_CAPSULE_MISSING,128,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.75
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,32,32.0,32.0,0.6796875,0.0,0.6796875,0.6796875,0.6796875,10.9296875,0.578125,0.1015625,0.00017619994468986988,0,0,0.03125,0.0703125
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C6_WRONG_VALID_CAPSULE,128,0.015625,0.015625,0.015625,32,32.0,32.0,0.015625,0.0,0.015625,0.015625,0.015625,31.515625,0.015625,0,0.0,0,0,0.125,0.734375
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,64,C0_CLEAN,128,0.75,0.75,0.75,32,32.0,32.0,0.6484375,0.0,0.6484375,0.6484375,0.6484375,11.8984375,0.203125,0.4453125,0.00017060001846402884,0,0,0.09375,0.1015625
