schema_version,method_id,budget_contract,trace_dimensions,corruption_cell,trials,trace_spike_recall_at_1,trace_spike_recall_at_8,trace_spike_recall_at_32,trace_spike_candidate_count_mean,trace_spike_candidate_count_p50,trace_spike_candidate_count_p95,exact_trace_selection_rate,conditional_risk_among_accepted,accepted_coverage,decoder_families_attempted_mean,decoder_invocations_mean,factor_or_replay_candidates_evaluated_mean,verified_reconstruction_rate,wrong_decoder_invocations_mean,time_to_verified_reconstruction_p50,ambiguity_detection_rate,silent_wrong_trace_rate,abstention_rate,expansion_rate
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,64,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.6640625,0.0,0.6640625,0.6640625,0.6640625,11.4140625,0.2265625,0.4375,0.00017339992336928844,0,0,0,0.0859375
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,64,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.6796875,0.0,0.6796875,0.6796875,0.6796875,10.9296875,0.15625,0.5234375,0.00018025003373622894,0,0,0.0859375,0.0703125
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.6484375,0.0,0.6484375,0.6484375,0.6484375,11.8984375,0.1953125,0.453125,0.00016525003593415022,0,0,0,0.1015625
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,64,C4_CAPSULE_MISSING,128,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.75
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,32,32.0,32.0,0.703125,0.0,0.703125,0.703125,0.703125,10.203125,0.25,0.453125,0.00017215003026649356,0,0,0,0.046875
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,64,C6_WRONG_VALID_CAPSULE,128,0.015625,0.015625,0.015625,32,32.0,32.0,0.015625,0.0,0.015625,0.015625,0.015625,31.515625,0,0.015625,0.0,0,0,0.09375,0.734375
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,128,C0_CLEAN,128,0.75,0.75,0.75,32,32.0,32.0,0.71875,0.0,0.71875,0.71875,0.71875,9.71875,0.265625,0.453125,0.00019525003153830767,0,0,0,0.03125
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,128,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.6953125,0.0,0.6953125,0.6953125,0.6953125,10.4453125,0.1875,0.5078125,0.00017849996220320463,0,0,0,0.0546875
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,128,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.65625,0.0,0.65625,0.65625,0.65625,11.65625,0.234375,0.421875,0.00017170002683997154,0,0,0,0.09375
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.703125,0.0,0.703125,0.703125,0.703125,10.203125,0.2578125,0.4453125,0.00017764995573088527,0,0,0,0.046875
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,128,C4_CAPSULE_MISSING,128,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.75
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,32,32.0,32.0,0.6796875,0.0,0.6796875,0.6796875,0.6796875,10.9296875,0.2109375,0.46875,0.000172399973962456,0,0,0,0.0703125
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,128,C6_WRONG_VALID_CAPSULE,128,0.015625,0.015625,0.015625,32,32.0,32.0,0.0078125,0.0,0.0078125,0.0078125,0.0078125,31.7578125,0,0.0078125,0.0,0,0,0,0.7421875
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C0_CLEAN,128,0.75,0.75,0.75,10.2578125,11.0,21.64999999999999,0.6953125,0.0,0.6953125,0.6953125,0.6953125,4.359375,0.609375,0.0859375,0.00017555005615577102,0,0,0.03125,0.0546875
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,10.59375,11.5,19.64999999999999,0.6953125,0.0,0.6953125,0.6953125,0.6953125,4.296875,0.6171875,0.078125,0.0001820499892346561,0,0,0,0.0546875
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,9.3671875,10.0,19.0,0.671875,0.0,0.671875,0.671875,0.671875,4.6953125,0.546875,0.125,0.0001610000035725534,0,0,0.03125,0.078125
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,9.3671875,10.0,19.0,0.65625,0.0,0.65625,0.65625,0.65625,4.59375,0.5703125,0.0859375,0.0001694000093266368,0,0,0,0.09375
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C4_CAPSULE_MISSING,128,0.75,0.75,0.75,32,32.0,32.0,0.65625,0.0,0.65625,0.65625,0.65625,11.65625,0.515625,0.140625,0.00016620004316791892,0,0,0.03125,0.09375
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,9.6640625,11.0,18.0,0.6171875,0.0,0.6171875,0.6171875,0.6171875,4.859375,0.4921875,0.125,0.00016609998419880867,0,0,0,0.1328125
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C6_WRONG_VALID_CAPSULE,128,0.5546875,0.5546875,0.5546875,21.1953125,32.0,32.0,0.5078125,0.0,0.5078125,0.5078125,0.5078125,5.453125,0.453125,0.0546875,6.345001747831702e-05,0,0,0.03125,0.2421875
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C0_CLEAN,128,0.75,0.75,0.75,12.6796875,14.5,25.0,0.6796875,0.0,0.6796875,0.6796875,0.6796875,5.4609375,0.5,0.1796875,0.00017830007709562778,0,0,0.125,0.0703125
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,12.2109375,14.0,24.0,0.6796875,0.0,0.6796875,0.6796875,0.6796875,5.7265625,0.515625,0.1640625,0.0001776000135578215,0,0,0.03125,0.0703125
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,11.6796875,14.0,24.0,0.6640625,0.0,0.6640625,0.6640625,0.6640625,5.6171875,0.59375,0.0703125,0.00017289997776970267,0,0,0.125,0.0859375
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,11.9375,14.0,23.64999999999999,0.671875,0.0,0.671875,0.671875,0.671875,5.6328125,0.5703125,0.1015625,0.0001677999971434474,0,0,0.03125,0.078125
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C4_CAPSULE_MISSING,128,0.75,0.75,0.75,32,32.0,32.0,0.6796875,0.0,0.6796875,0.6796875,0.6796875,10.9296875,0.5625,0.1171875,0.00018209998961538076,0,0,0.125,0.0703125
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,11.6875,13.0,25.0,0.6796875,0.0,0.6796875,0.6796875,0.6796875,5.734375,0.578125,0.1015625,0.00017419998766854405,0,0,0.03125,0.0703125
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C6_WRONG_VALID_CAPSULE,128,0.609375,0.609375,0.609375,23.4765625,32.0,32.0,0.5703125,0.0,0.5703125,0.5703125,0.5703125,6.15625,0.4765625,0.09375,0.0001642999704927206,0,0,0.125,0.1796875
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,64,C0_CLEAN,128,0.75,0.75,0.75,9.65625,12.0,19.0,0.6484375,0.0,0.6484375,0.6484375,0.6484375,5.1171875,0.203125,0.4453125,0.0001686000032350421,0,0,0.09375,0.1015625
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,64,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,9.90625,11.0,19.0,0.6640625,0.0,0.6640625,0.6640625,0.6640625,4.640625,0.2265625,0.4375,0.00016435002908110619,0,0,0,0.0859375
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,64,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,8.9296875,10.0,18.0,0.6796875,0.0,0.6796875,0.6796875,0.6796875,4.421875,0.15625,0.5234375,0.0001734999823383987,0,0,0.0859375,0.0703125
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,8.75,10.0,18.0,0.6484375,0.0,0.6484375,0.6484375,0.6484375,4.671875,0.1953125,0.453125,0.00016630004392936826,0,0,0,0.1015625
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,64,C4_CAPSULE_MISSING,128,0.75,0.75,0.75,32,32.0,32.0,0.7109375,0.0,0.7109375,0.7109375,0.7109375,9.9609375,0.2265625,0.484375,0.00018500001169741154,0,0,0.09375,0.0390625
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,10.0078125,12.0,19.0,0.703125,0.0,0.703125,0.703125,0.703125,4.2734375,0.25,0.453125,0.00017590000061318278,0,0,0,0.046875
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,64,C6_WRONG_VALID_CAPSULE,128,0.625,0.625,0.625,23.109375,32.0,32.0,0.5625,0.0,0.5625,0.5625,0.5625,6.0859375,0.1875,0.375,0.00016410002717748284,0,0,0.09375,0.1875
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,128,C0_CLEAN,128,0.75,0.75,0.75,13.0703125,15.0,25.64999999999999,0.71875,0.0,0.71875,0.71875,0.71875,5.0390625,0.265625,0.453125,0.00020080001559108496,0,0,0,0.03125
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,128,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,11.6640625,13.5,23.64999999999999,0.6953125,0.0,0.6953125,0.6953125,0.6953125,5.59375,0.1875,0.5078125,0.00017200002912431955,0,0,0,0.0546875
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,128,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,11.984375,14.0,23.64999999999999,0.65625,0.0,0.65625,0.65625,0.65625,5.5546875,0.234375,0.421875,0.000172999978531152,0,0,0,0.09375
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,11.109375,13.0,23.0,0.703125,0.0,0.703125,0.703125,0.703125,4.828125,0.2578125,0.4453125,0.00017594994278624654,0,0,0,0.046875
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,128,C4_CAPSULE_MISSING,128,0.75,0.75,0.75,32,32.0,32.0,0.625,0.0,0.625,0.625,0.625,12.625,0.140625,0.484375,0.00015284999972209334,0,0,0,0.125
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,11.9453125,14.0,25.0,0.6796875,0.0,0.6796875,0.6796875,0.6796875,5.34375,0.2109375,0.46875,0.00016920000780373812,0,0,0,0.0703125
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,128,C6_WRONG_VALID_CAPSULE,128,0.5859375,0.5859375,0.5859375,22.4296875,32.0,32.0,0.5390625,0.0,0.5390625,0.5390625,0.5390625,5.953125,0.2734375,0.265625,0.0001690499484539032,0,0,0,0.2109375
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,0,C0_CLEAN,128,0.0234375,0.0234375,0.0234375,32,32.0,32.0,0.0234375,0.0,0.0234375,0.0234375,0.0234375,31.2734375,0.0078125,0.015625,0.0,0,0,0,0.7265625
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,0,C1_SEMANTIC_ONLY,128,0.015625,0.015625,0.015625,32,32.0,32.0,0.015625,0.0,0.015625,0.015625,0.015625,31.515625,0.015625,0,0.0,0,0,0,0.734375
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,0,C2_CAPSULE_ONLY,128,0.0234375,0.0234375,0.0234375,32,32.0,32.0,0.0234375,0.0,0.0234375,0.0234375,0.0234375,31.2734375,0.0078125,0.015625,0.0,0,0,0.0078125,0.7265625
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,0,C3_SEMANTIC_AND_CAPSULE,128,0,0,0,32,32.0,32.0,0,0.0,0.0,0,0,32,0,0,0.0,0,0,0,0.75
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,0,C4_CAPSULE_MISSING,128,0.0390625,0.0390625,0.0390625,32,32.0,32.0,0.0390625,0.0,0.0390625,0.0390625,0.0390625,30.7890625,0.03125,0.0078125,0.0,0,0,0,0.7109375
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,0,C5_SEMANTIC_PARTIAL_MASK,128,0.015625,0.015625,0.015625,32,32.0,32.0,0.015625,0.0,0.015625,0.015625,0.015625,31.515625,0.0078125,0.0078125,0.0,0,0,0,0.734375
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,0,C6_WRONG_VALID_CAPSULE,128,0.0078125,0.0078125,0.0078125,32,32.0,32.0,0.0078125,0.0,0.0078125,0.0078125,0.0078125,31.7578125,0.0078125,0,0.0,0,0,0,0.7421875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,64,C0_CLEAN,128,0.0078125,0.0078125,0.0078125,32,32.0,32.0,0.0078125,0.0,0.0078125,0.0078125,0.0078125,31.7578125,0.0078125,0,0.0,0,0,0,0.7421875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,64,C1_SEMANTIC_ONLY,128,0.015625,0.015625,0.015625,32,32.0,32.0,0.015625,0.0,0.015625,0.015625,0.015625,31.515625,0.015625,0,0.0,0,0,0,0.734375
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,64,C2_CAPSULE_ONLY,128,0.0234375,0.0234375,0.0234375,32,32.0,32.0,0.0234375,0.0,0.0234375,0.0234375,0.0234375,31.2734375,0.0234375,0,0.0,0,0,0,0.7265625
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,128,0.0078125,0.0078125,0.0078125,32,32.0,32.0,0.0078125,0.0,0.0078125,0.0078125,0.0078125,31.7578125,0.0078125,0,0.0,0,0,0,0.7421875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,64,C4_CAPSULE_MISSING,128,0.0078125,0.0078125,0.0078125,32,32.0,32.0,0.0078125,0.0,0.0078125,0.0078125,0.0078125,31.7578125,0.0078125,0,0.0,0,0,0,0.7421875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,128,0.0234375,0.0234375,0.0234375,32,32.0,32.0,0.0234375,0.0,0.0234375,0.0234375,0.0234375,31.2734375,0.0234375,0,0.0,0,0,0,0.7265625
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,64,C6_WRONG_VALID_CAPSULE,128,0,0,0,32,32.0,32.0,0,0.0,0.0,0,0,32,0,0,0.0,0,0,0,0.75
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,128,C0_CLEAN,128,0,0,0,32,32.0,32.0,0,0.0,0.0,0,0,32,0,0,0.0,0,0,0,0.75
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,128,C1_SEMANTIC_ONLY,128,0,0,0,32,32.0,32.0,0,0.0,0.0,0,0,32,0,0,0.0,0,0,0,0.75
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,128,C2_CAPSULE_ONLY,128,0.0078125,0.0078125,0.0078125,32,32.0,32.0,0.0078125,0.0,0.0078125,0.0078125,0.0078125,31.7578125,0.0078125,0,0.0,0,0,0.0078125,0.7421875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,128,0.03125,0.03125,0.03125,32,32.0,32.0,0.03125,0.0,0.03125,0.03125,0.03125,31.03125,0.03125,0,0.0,0,0,0,0.71875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,128,C4_CAPSULE_MISSING,128,0.03125,0.03125,0.03125,32,32.0,32.0,0.03125,0.0,0.03125,0.03125,0.03125,31.03125,0.03125,0,0.0,0,0,0,0.71875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,128,0.015625,0.015625,0.015625,32,32.0,32.0,0.015625,0.0,0.015625,0.015625,0.015625,31.515625,0,0.015625,0.0,0,0,0,0.734375
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,128,C6_WRONG_VALID_CAPSULE,128,0.0078125,0.0078125,0.0078125,32,32.0,32.0,0.0078125,0.0,0.0078125,0.0078125,0.0078125,31.7578125,0.0078125,0,0.0,0,0,0,0.7421875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,0,C0_CLEAN,128,0.0234375,0.0234375,0.0234375,32,32.0,32.0,0.0234375,0.0,0.0234375,0.0234375,0.0234375,31.2734375,0.0234375,0,0.0,0,0,0,0.7265625
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,0,C1_SEMANTIC_ONLY,128,0.0078125,0.0078125,0.0078125,32,32.0,32.0,0.0078125,0.0,0.0078125,0.0078125,0.0078125,31.7578125,0.0078125,0,0.0,0,0,0,0.7421875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,0,C2_CAPSULE_ONLY,128,0,0,0,32,32.0,32.0,0,0.0,0.0,0,0,32,0,0,0.0,0,0,0,0.75
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,0,C3_SEMANTIC_AND_CAPSULE,128,0.0234375,0.0234375,0.0234375,32,32.0,32.0,0.0234375,0.0,0.0234375,0.0234375,0.0234375,31.2734375,0.0234375,0,0.0,0,0,0,0.7265625
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,0,C4_CAPSULE_MISSING,128,0,0,0,32,32.0,32.0,0,0.0,0.0,0,0,32,0,0,0.0,0,0,0,0.75
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,0,C5_SEMANTIC_PARTIAL_MASK,128,0.0078125,0.0078125,0.0078125,32,32.0,32.0,0.0078125,0.0,0.0078125,0.0078125,0.0078125,31.7578125,0.0078125,0,0.0,0,0,0,0.7421875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,0,C6_WRONG_VALID_CAPSULE,128,0.0078125,0.0078125,0.0078125,32,32.0,32.0,0.0078125,0.0,0.0078125,0.0078125,0.0078125,31.7578125,0,0.0078125,0.0,0,0,0,0.7421875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,64,C0_CLEAN,128,0.015625,0.015625,0.015625,32,32.0,32.0,0.015625,0.0,0.015625,0.015625,0.015625,31.515625,0.0078125,0.0078125,0.0,0,0,0,0.734375
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,64,C1_SEMANTIC_ONLY,128,0.0390625,0.0390625,0.0390625,32,32.0,32.0,0.03125,0.0,0.03125,0.03125,0.03125,31.03125,0.0234375,0.0078125,0.0,0,0,0,0.71875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,64,C2_CAPSULE_ONLY,128,0.015625,0.015625,0.015625,32,32.0,32.0,0.015625,0.0,0.015625,0.015625,0.015625,31.515625,0.0078125,0.0078125,0.0,0,0,0.0078125,0.734375
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,128,0.0078125,0.0078125,0.0078125,32,32.0,32.0,0.0078125,0.0,0.0078125,0.0078125,0.0078125,31.7578125,0,0.0078125,0.0,0,0,0,0.7421875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,64,C4_CAPSULE_MISSING,128,0.015625,0.015625,0.015625,32,32.0,32.0,0.015625,0.0,0.015625,0.015625,0.015625,31.515625,0,0.015625,0.0,0,0,0,0.734375
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,128,0.0078125,0.0078125,0.0078125,32,32.0,32.0,0.0078125,0.0,0.0078125,0.0078125,0.0078125,31.7578125,0.0078125,0,0.0,0,0,0,0.7421875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,64,C6_WRONG_VALID_CAPSULE,128,0.0078125,0.0078125,0.0078125,32,32.0,32.0,0.0078125,0.0,0.0078125,0.0078125,0.0078125,31.7578125,0.0078125,0,0.0,0,0,0.0078125,0.7421875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,128,C0_CLEAN,128,0.0078125,0.0078125,0.0078125,32,32.0,32.0,0.0078125,0.0,0.0078125,0.0078125,0.0078125,31.7578125,0,0.0078125,0.0,0,0,0,0.7421875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,128,C1_SEMANTIC_ONLY,128,0.03125,0.03125,0.03125,32,32.0,32.0,0.03125,0.0,0.03125,0.03125,0.03125,31.03125,0.015625,0.015625,0.0,0,0,0,0.71875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,128,C2_CAPSULE_ONLY,128,0.0078125,0.0078125,0.0078125,32,32.0,32.0,0.0078125,0.0,0.0078125,0.0078125,0.0078125,31.7578125,0,0.0078125,0.0,0,0,0,0.7421875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,128,0.015625,0.015625,0.015625,32,32.0,32.0,0.015625,0.0,0.015625,0.015625,0.015625,31.515625,0.015625,0,0.0,0,0,0,0.734375
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,128,C4_CAPSULE_MISSING,128,0.0234375,0.0234375,0.0234375,32,32.0,32.0,0.0234375,0.0,0.0234375,0.0234375,0.0234375,31.2734375,0.0078125,0.015625,0.0,0,0,0,0.7265625
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,128,0.0078125,0.0078125,0.0078125,32,32.0,32.0,0.0078125,0.0,0.0078125,0.0078125,0.0078125,31.7578125,0.0078125,0,0.0,0,0,0,0.7421875
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,128,C6_WRONG_VALID_CAPSULE,128,0.0234375,0.0234375,0.0234375,32,32.0,32.0,0.0234375,0.0,0.0234375,0.0234375,0.0234375,31.2734375,0.0078125,0.015625,0.0,0,0,0,0.7265625
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,0,C0_CLEAN,128,0.75,0.75,0.75,5.4609375,4.0,13.0,0.6328125,0.0,0.6328125,6,16304,16304,0.6328125,0,0.0,0.046875,0,0.03125,0.0703125
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,0,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,6.1953125,5.0,15.0,0.671875,0.0,0.671875,6,16304,16304,0.671875,0,0.0,0.03125,0,0,0.046875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,0,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,5.5703125,4.0,13.649999999999991,0.640625,0.0,0.640625,6,16304,16304,0.640625,0,0.0,0.03125,0,0.03125,0.078125
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,0,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,6.3359375,4.0,17.0,0.6953125,0.0,0.6953125,6,16304,16304,0.6953125,0,0.0,0.015625,0,0,0.0390625
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,0,C4_CAPSULE_MISSING,128,0.75,0.75,0.75,5.8046875,4.0,15.0,0.625,0.0,0.625,6,16304,16304,0.625,0,0.0,0.0625,0,0.03125,0.0625
