schema_version,method_id,budget_contract,trace_dimensions,corruption_cell,decoder_families_attempted_mean,decoder_invocations_mean,factor_or_replay_candidates_evaluated_mean,verified_reconstruction_rate,wrong_decoder_invocations_mean,time_to_verified_reconstruction_p50
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,64,C1_SEMANTIC_ONLY,0.75,0.75,8.75,0.65625,0.09375,0.00017945002764463425
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,64,C2_CAPSULE_ONLY,0.75,0.75,8.75,0.609375,0.140625,0.00017260003369301558
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,0.75,0.75,8.75,0.640625,0.109375,0.0001760500017553568
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,64,C4_CAPSULE_MISSING,0,0,0,0,0,0.0
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,0.75,0.75,8.75,0.6015625,0.1484375,0.00017414998728781939
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,64,C6_WRONG_VALID_CAPSULE,0.015625,0.015625,31.515625,0.015625,0,0.0
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,128,C0_CLEAN,0.75,0.75,8.75,0.5546875,0.1953125,0.0001869499683380127
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,128,C1_SEMANTIC_ONLY,0.75,0.75,8.75,0.5625,0.1875,0.00018450000789016485
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,128,C2_CAPSULE_ONLY,0.75,0.75,8.75,0.6640625,0.0859375,0.00018040003487840295
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,0.7421875,0.7421875,8.9921875,0.6171875,0.125,0.00018405000446364284
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,128,C4_CAPSULE_MISSING,0,0,0,0,0,0.0
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,0.75,0.75,8.75,0.640625,0.109375,0.00018339999951422215
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,128,C6_WRONG_VALID_CAPSULE,0.0078125,0.0078125,31.7578125,0.0078125,0,0.0
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,64,C0_CLEAN,0.75,0.75,8.75,0.2421875,0.5078125,0.00017574999947100878
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,64,C1_SEMANTIC_ONLY,0.7421875,0.7421875,8.9921875,0.265625,0.4765625,0.00018039997667074203
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,64,C2_CAPSULE_ONLY,0.75,0.75,8.75,0.1953125,0.5546875,0.00017595005920156837
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,0.75,0.75,8.75,0.265625,0.484375,0.00017705006757751107
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,64,C4_CAPSULE_MISSING,0,0,0,0,0,0.0
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,0.75,0.75,8.75,0.265625,0.484375,0.00018055003602057695
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,64,C6_WRONG_VALID_CAPSULE,0.015625,0.015625,31.515625,0.0078125,0.0078125,0.0
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,128,C0_CLEAN,0.75,0.75,8.75,0.2890625,0.4609375,0.00020030001178383827
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,128,C1_SEMANTIC_ONLY,0.75,0.75,8.75,0.21875,0.53125,0.00017719995230436325
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,128,C2_CAPSULE_ONLY,0.7421875,0.7421875,8.9921875,0.296875,0.4453125,0.00017585005844011903
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,0.75,0.75,8.75,0.2890625,0.4609375,0.00018564995843917131
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,128,C4_CAPSULE_MISSING,0,0,0,0,0,0.0
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,0.75,0.75,8.75,0.2578125,0.4921875,0.00017764995573088527
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,128,C6_WRONG_VALID_CAPSULE,0.0078125,0.0078125,31.7578125,0,0.0078125,0.0
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C0_CLEAN,0.6953125,0.6953125,10.4453125,0.609375,0.0859375,0.00017374998424202204
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C1_SEMANTIC_ONLY,0.6953125,0.6953125,10.4453125,0.6171875,0.078125,0.0001849000109359622
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C2_CAPSULE_ONLY,0.671875,0.671875,11.171875,0.546875,0.125,0.00016504997620359063
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,0.65625,0.65625,11.65625,0.5703125,0.0859375,0.00017390004359185696
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C4_CAPSULE_MISSING,0,0,0,0,0,0.0
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,0.6171875,0.6171875,12.8671875,0.4921875,0.125,0.000161950069013983
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C6_WRONG_VALID_CAPSULE,0,0,32,0,0,0.0
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C0_CLEAN,0.6796875,0.6796875,10.9296875,0.5,0.1796875,0.000179799972102046
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C1_SEMANTIC_ONLY,0.6796875,0.6796875,10.9296875,0.515625,0.1640625,0.00017590000061318278
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C2_CAPSULE_ONLY,0.6640625,0.6640625,11.4140625,0.59375,0.0703125,0.00017085002036765218
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,0.671875,0.671875,11.171875,0.5703125,0.1015625,0.0001782500185072422
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C4_CAPSULE_MISSING,0,0,0,0,0,0.0
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,0.6796875,0.6796875,10.9296875,0.578125,0.1015625,0.00017619994468986988
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C6_WRONG_VALID_CAPSULE,0.015625,0.015625,31.515625,0.015625,0,0.0
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,64,C0_CLEAN,0.6484375,0.6484375,11.8984375,0.203125,0.4453125,0.00017060001846402884
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,64,C1_SEMANTIC_ONLY,0.6640625,0.6640625,11.4140625,0.2265625,0.4375,0.00017339992336928844
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,64,C2_CAPSULE_ONLY,0.6796875,0.6796875,10.9296875,0.15625,0.5234375,0.00018025003373622894
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,0.6484375,0.6484375,11.8984375,0.1953125,0.453125,0.00016525003593415022
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,64,C4_CAPSULE_MISSING,0,0,0,0,0,0.0
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,0.703125,0.703125,10.203125,0.25,0.453125,0.00017215003026649356
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,64,C6_WRONG_VALID_CAPSULE,0.015625,0.015625,31.515625,0,0.015625,0.0
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,128,C0_CLEAN,0.71875,0.71875,9.71875,0.265625,0.453125,0.00019525003153830767
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,128,C1_SEMANTIC_ONLY,0.6953125,0.6953125,10.4453125,0.1875,0.5078125,0.00017849996220320463
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,128,C2_CAPSULE_ONLY,0.65625,0.65625,11.65625,0.234375,0.421875,0.00017170002683997154
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,0.703125,0.703125,10.203125,0.2578125,0.4453125,0.00017764995573088527
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,128,C4_CAPSULE_MISSING,0,0,0,0,0,0.0
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,0.6796875,0.6796875,10.9296875,0.2109375,0.46875,0.000172399973962456
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,128,C6_WRONG_VALID_CAPSULE,0.0078125,0.0078125,31.7578125,0,0.0078125,0.0
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C0_CLEAN,0.6953125,0.6953125,4.359375,0.609375,0.0859375,0.00017555005615577102
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C1_SEMANTIC_ONLY,0.6953125,0.6953125,4.296875,0.6171875,0.078125,0.0001820499892346561
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C2_CAPSULE_ONLY,0.671875,0.671875,4.6953125,0.546875,0.125,0.0001610000035725534
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,0.65625,0.65625,4.59375,0.5703125,0.0859375,0.0001694000093266368
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C4_CAPSULE_MISSING,0.65625,0.65625,11.65625,0.515625,0.140625,0.00016620004316791892
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,0.6171875,0.6171875,4.859375,0.4921875,0.125,0.00016609998419880867
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C6_WRONG_VALID_CAPSULE,0.5078125,0.5078125,5.453125,0.453125,0.0546875,6.345001747831702e-05
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C0_CLEAN,0.6796875,0.6796875,5.4609375,0.5,0.1796875,0.00017830007709562778
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C1_SEMANTIC_ONLY,0.6796875,0.6796875,5.7265625,0.515625,0.1640625,0.0001776000135578215
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C2_CAPSULE_ONLY,0.6640625,0.6640625,5.6171875,0.59375,0.0703125,0.00017289997776970267
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,0.671875,0.671875,5.6328125,0.5703125,0.1015625,0.0001677999971434474
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C4_CAPSULE_MISSING,0.6796875,0.6796875,10.9296875,0.5625,0.1171875,0.00018209998961538076
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,0.6796875,0.6796875,5.734375,0.578125,0.1015625,0.00017419998766854405
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C6_WRONG_VALID_CAPSULE,0.5703125,0.5703125,6.15625,0.4765625,0.09375,0.0001642999704927206
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,64,C0_CLEAN,0.6484375,0.6484375,5.1171875,0.203125,0.4453125,0.0001686000032350421
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,64,C1_SEMANTIC_ONLY,0.6640625,0.6640625,4.640625,0.2265625,0.4375,0.00016435002908110619
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,64,C2_CAPSULE_ONLY,0.6796875,0.6796875,4.421875,0.15625,0.5234375,0.0001734999823383987
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,0.6484375,0.6484375,4.671875,0.1953125,0.453125,0.00016630004392936826
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,64,C4_CAPSULE_MISSING,0.7109375,0.7109375,9.9609375,0.2265625,0.484375,0.00018500001169741154
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,0.703125,0.703125,4.2734375,0.25,0.453125,0.00017590000061318278
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,64,C6_WRONG_VALID_CAPSULE,0.5625,0.5625,6.0859375,0.1875,0.375,0.00016410002717748284
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,128,C0_CLEAN,0.71875,0.71875,5.0390625,0.265625,0.453125,0.00020080001559108496
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,128,C1_SEMANTIC_ONLY,0.6953125,0.6953125,5.59375,0.1875,0.5078125,0.00017200002912431955
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,128,C2_CAPSULE_ONLY,0.65625,0.65625,5.5546875,0.234375,0.421875,0.000172999978531152
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,0.703125,0.703125,4.828125,0.2578125,0.4453125,0.00017594994278624654
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,128,C4_CAPSULE_MISSING,0.625,0.625,12.625,0.140625,0.484375,0.00015284999972209334
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,0.6796875,0.6796875,5.34375,0.2109375,0.46875,0.00016920000780373812
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,128,C6_WRONG_VALID_CAPSULE,0.5390625,0.5390625,5.953125,0.2734375,0.265625,0.0001690499484539032
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,0,C0_CLEAN,0.0234375,0.0234375,31.2734375,0.0078125,0.015625,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,0,C1_SEMANTIC_ONLY,0.015625,0.015625,31.515625,0.015625,0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,0,C2_CAPSULE_ONLY,0.0234375,0.0234375,31.2734375,0.0078125,0.015625,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,0,C3_SEMANTIC_AND_CAPSULE,0,0,32,0,0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,0,C4_CAPSULE_MISSING,0.0390625,0.0390625,30.7890625,0.03125,0.0078125,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,0,C5_SEMANTIC_PARTIAL_MASK,0.015625,0.015625,31.515625,0.0078125,0.0078125,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,0,C6_WRONG_VALID_CAPSULE,0.0078125,0.0078125,31.7578125,0.0078125,0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,64,C0_CLEAN,0.0078125,0.0078125,31.7578125,0.0078125,0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,64,C1_SEMANTIC_ONLY,0.015625,0.015625,31.515625,0.015625,0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,64,C2_CAPSULE_ONLY,0.0234375,0.0234375,31.2734375,0.0234375,0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,0.0078125,0.0078125,31.7578125,0.0078125,0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,64,C4_CAPSULE_MISSING,0.0078125,0.0078125,31.7578125,0.0078125,0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,0.0234375,0.0234375,31.2734375,0.0234375,0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,64,C6_WRONG_VALID_CAPSULE,0,0,32,0,0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,128,C0_CLEAN,0,0,32,0,0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,128,C1_SEMANTIC_ONLY,0,0,32,0,0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,128,C2_CAPSULE_ONLY,0.0078125,0.0078125,31.7578125,0.0078125,0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,0.03125,0.03125,31.03125,0.03125,0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,128,C4_CAPSULE_MISSING,0.03125,0.03125,31.03125,0.03125,0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,0.015625,0.015625,31.515625,0,0.015625,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,128,C6_WRONG_VALID_CAPSULE,0.0078125,0.0078125,31.7578125,0.0078125,0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,0,C0_CLEAN,0.0234375,0.0234375,31.2734375,0.0234375,0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,0,C1_SEMANTIC_ONLY,0.0078125,0.0078125,31.7578125,0.0078125,0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,0,C2_CAPSULE_ONLY,0,0,32,0,0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,0,C3_SEMANTIC_AND_CAPSULE,0.0234375,0.0234375,31.2734375,0.0234375,0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,0,C4_CAPSULE_MISSING,0,0,32,0,0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,0,C5_SEMANTIC_PARTIAL_MASK,0.0078125,0.0078125,31.7578125,0.0078125,0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,0,C6_WRONG_VALID_CAPSULE,0.0078125,0.0078125,31.7578125,0,0.0078125,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,64,C0_CLEAN,0.015625,0.015625,31.515625,0.0078125,0.0078125,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,64,C1_SEMANTIC_ONLY,0.03125,0.03125,31.03125,0.0234375,0.0078125,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,64,C2_CAPSULE_ONLY,0.015625,0.015625,31.515625,0.0078125,0.0078125,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,0.0078125,0.0078125,31.7578125,0,0.0078125,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,64,C4_CAPSULE_MISSING,0.015625,0.015625,31.515625,0,0.015625,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,0.0078125,0.0078125,31.7578125,0.0078125,0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,64,C6_WRONG_VALID_CAPSULE,0.0078125,0.0078125,31.7578125,0.0078125,0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,128,C0_CLEAN,0.0078125,0.0078125,31.7578125,0,0.0078125,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,128,C1_SEMANTIC_ONLY,0.03125,0.03125,31.03125,0.015625,0.015625,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,128,C2_CAPSULE_ONLY,0.0078125,0.0078125,31.7578125,0,0.0078125,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,0.015625,0.015625,31.515625,0.015625,0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,128,C4_CAPSULE_MISSING,0.0234375,0.0234375,31.2734375,0.0078125,0.015625,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,0.0078125,0.0078125,31.7578125,0.0078125,0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,128,C6_WRONG_VALID_CAPSULE,0.0234375,0.0234375,31.2734375,0.0078125,0.015625,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,0,C0_CLEAN,6,16304,16304,0.6328125,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,0,C1_SEMANTIC_ONLY,6,16304,16304,0.671875,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,0,C2_CAPSULE_ONLY,6,16304,16304,0.640625,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,0,C3_SEMANTIC_AND_CAPSULE,6,16304,16304,0.6953125,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,0,C4_CAPSULE_MISSING,6,16304,16304,0.625,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,0,C5_SEMANTIC_PARTIAL_MASK,6,16304,16304,0.671875,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,0,C6_WRONG_VALID_CAPSULE,6,16304,16304,0.6640625,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,64,C0_CLEAN,6,16304,16304,0.6796875,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,64,C1_SEMANTIC_ONLY,6,16304,16304,0.6484375,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,64,C2_CAPSULE_ONLY,6,16304,16304,0.640625,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,6,16304,16304,0.625,0,0.0
