schema_version,method_id,budget_contract,trace_dimensions,corruption_cell,trials,trace_spike_recall_at_1,trace_spike_recall_at_8,trace_spike_recall_at_32,trace_spike_candidate_count_mean,trace_spike_candidate_count_p50,trace_spike_candidate_count_p95,exact_trace_selection_rate,conditional_risk_among_accepted,accepted_coverage
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_TOTAL_CAPACITY,64,C6_WRONG_VALID_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.421875,0.0,0.421875
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_TOTAL_CAPACITY,128,C0_CLEAN,128,0.75,0.75,0.75,32,32.0,32.0,0.46875,0.0,0.46875
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_TOTAL_CAPACITY,128,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.4453125,0.0,0.4453125
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_TOTAL_CAPACITY,128,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.40625,0.0,0.40625
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_TOTAL_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.453125,0.0,0.453125
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_TOTAL_CAPACITY,128,C4_CAPSULE_MISSING,128,0.75,0.75,0.75,32,32.0,32.0,0.375,0.0,0.375
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_TOTAL_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,32,32.0,32.0,0.4296875,0.0,0.4296875
first-order-trace-coactivation-dev-v1,B2_semantic_to_trace_bridge,FIXED_TOTAL_CAPACITY,128,C6_WRONG_VALID_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.4375,0.0,0.4375
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,64,C0_CLEAN,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,64,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,64,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,64,C4_CAPSULE_MISSING,128,0,0,0,0,0.0,0.0,0,0.0,0.0
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,64,C6_WRONG_VALID_CAPSULE,128,0.015625,0.015625,0.015625,32,32.0,32.0,0.015625,0.0,0.015625
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,128,C0_CLEAN,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,128,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,128,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.7421875,0.0,0.7421875
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,128,C4_CAPSULE_MISSING,128,0,0,0,0,0.0,0.0,0,0.0,0.0
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_SEMANTIC_CAPACITY,128,C6_WRONG_VALID_CAPSULE,128,0.0078125,0.0078125,0.0078125,32,32.0,32.0,0.0078125,0.0,0.0078125
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,64,C0_CLEAN,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,64,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.7421875,0.0,0.7421875
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,64,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,64,C4_CAPSULE_MISSING,128,0,0,0,0,0.0,0.0,0,0.0,0.0
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,64,C6_WRONG_VALID_CAPSULE,128,0.0234375,0.0234375,0.0234375,32,32.0,32.0,0.015625,0.0,0.015625
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,128,C0_CLEAN,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,128,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,128,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.7421875,0.0,0.7421875
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,128,C4_CAPSULE_MISSING,128,0,0,0,0,0.0,0.0,0,0.0,0.0
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,32,32.0,32.0,0.75,0.0,0.75
first-order-trace-coactivation-dev-v1,B3_carried_exact_random_capsule,FIXED_TOTAL_CAPACITY,128,C6_WRONG_VALID_CAPSULE,128,0.0078125,0.0078125,0.0078125,32,32.0,32.0,0.0078125,0.0,0.0078125
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C0_CLEAN,128,0.75,0.75,0.75,32,32.0,32.0,0.6953125,0.0,0.6953125
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.6953125,0.0,0.6953125
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.671875,0.0,0.671875
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.65625,0.0,0.65625
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C4_CAPSULE_MISSING,128,0,0,0,0,0.0,0.0,0,0.0,0.0
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,32,32.0,32.0,0.6171875,0.0,0.6171875
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C6_WRONG_VALID_CAPSULE,128,0,0,0,32,32.0,32.0,0,0.0,0.0
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C0_CLEAN,128,0.75,0.75,0.75,32,32.0,32.0,0.6796875,0.0,0.6796875
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.6796875,0.0,0.6796875
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.6640625,0.0,0.6640625
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.671875,0.0,0.671875
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C4_CAPSULE_MISSING,128,0,0,0,0,0.0,0.0,0,0.0,0.0
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,32,32.0,32.0,0.6796875,0.0,0.6796875
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C6_WRONG_VALID_CAPSULE,128,0.015625,0.015625,0.015625,32,32.0,32.0,0.015625,0.0,0.015625
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,64,C0_CLEAN,128,0.75,0.75,0.75,32,32.0,32.0,0.6484375,0.0,0.6484375
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,64,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.6640625,0.0,0.6640625
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,64,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.6796875,0.0,0.6796875
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.6484375,0.0,0.6484375
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,64,C4_CAPSULE_MISSING,128,0,0,0,0,0.0,0.0,0,0.0,0.0
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,32,32.0,32.0,0.703125,0.0,0.703125
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,64,C6_WRONG_VALID_CAPSULE,128,0.015625,0.015625,0.015625,32,32.0,32.0,0.015625,0.0,0.015625
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,128,C0_CLEAN,128,0.75,0.75,0.75,32,32.0,32.0,0.71875,0.0,0.71875
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,128,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.6953125,0.0,0.6953125
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,128,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,32,32.0,32.0,0.65625,0.0,0.65625
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,32,32.0,32.0,0.703125,0.0,0.703125
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,128,C4_CAPSULE_MISSING,128,0,0,0,0,0.0,0.0,0,0.0,0.0
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,32,32.0,32.0,0.6796875,0.0,0.6796875
first-order-trace-coactivation-dev-v1,B4_carried_lsh_trace_fingerprint,FIXED_TOTAL_CAPACITY,128,C6_WRONG_VALID_CAPSULE,128,0.015625,0.015625,0.015625,32,32.0,32.0,0.0078125,0.0,0.0078125
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C0_CLEAN,128,0.75,0.75,0.75,10.2578125,11.0,21.64999999999999,0.6953125,0.0,0.6953125
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,10.59375,11.5,19.64999999999999,0.6953125,0.0,0.6953125
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,9.3671875,10.0,19.0,0.671875,0.0,0.671875
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,9.3671875,10.0,19.0,0.65625,0.0,0.65625
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C4_CAPSULE_MISSING,128,0.75,0.75,0.75,32,32.0,32.0,0.65625,0.0,0.65625
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,9.6640625,11.0,18.0,0.6171875,0.0,0.6171875
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,64,C6_WRONG_VALID_CAPSULE,128,0.5546875,0.5546875,0.5546875,21.1953125,32.0,32.0,0.5078125,0.0,0.5078125
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C0_CLEAN,128,0.75,0.75,0.75,12.6796875,14.5,25.0,0.6796875,0.0,0.6796875
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,12.2109375,14.0,24.0,0.6796875,0.0,0.6796875
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,11.6796875,14.0,24.0,0.6640625,0.0,0.6640625
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,11.9375,14.0,23.64999999999999,0.671875,0.0,0.671875
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C4_CAPSULE_MISSING,128,0.75,0.75,0.75,32,32.0,32.0,0.6796875,0.0,0.6796875
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,11.6875,13.0,25.0,0.6796875,0.0,0.6796875
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_SEMANTIC_CAPACITY,128,C6_WRONG_VALID_CAPSULE,128,0.609375,0.609375,0.609375,23.4765625,32.0,32.0,0.5703125,0.0,0.5703125
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,64,C0_CLEAN,128,0.75,0.75,0.75,9.65625,12.0,19.0,0.6484375,0.0,0.6484375
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,64,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,9.90625,11.0,19.0,0.6640625,0.0,0.6640625
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,64,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,8.9296875,10.0,18.0,0.6796875,0.0,0.6796875
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,8.75,10.0,18.0,0.6484375,0.0,0.6484375
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,64,C4_CAPSULE_MISSING,128,0.75,0.75,0.75,32,32.0,32.0,0.7109375,0.0,0.7109375
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,10.0078125,12.0,19.0,0.703125,0.0,0.703125
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,64,C6_WRONG_VALID_CAPSULE,128,0.625,0.625,0.625,23.109375,32.0,32.0,0.5625,0.0,0.5625
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,128,C0_CLEAN,128,0.75,0.75,0.75,13.0703125,15.0,25.64999999999999,0.71875,0.0,0.71875
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,128,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,11.6640625,13.5,23.64999999999999,0.6953125,0.0,0.6953125
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,128,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,11.984375,14.0,23.64999999999999,0.65625,0.0,0.65625
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,11.109375,13.0,23.0,0.703125,0.0,0.703125
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,128,C4_CAPSULE_MISSING,128,0.75,0.75,0.75,32,32.0,32.0,0.625,0.0,0.625
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,11.9453125,14.0,25.0,0.6796875,0.0,0.6796875
first-order-trace-coactivation-dev-v1,B5_combined_bridge_and_fingerprint,FIXED_TOTAL_CAPACITY,128,C6_WRONG_VALID_CAPSULE,128,0.5859375,0.5859375,0.5859375,22.4296875,32.0,32.0,0.5390625,0.0,0.5390625
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,0,C0_CLEAN,128,0.0234375,0.0234375,0.0234375,32,32.0,32.0,0.0234375,0.0,0.0234375
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,0,C1_SEMANTIC_ONLY,128,0.015625,0.015625,0.015625,32,32.0,32.0,0.015625,0.0,0.015625
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,0,C2_CAPSULE_ONLY,128,0.0234375,0.0234375,0.0234375,32,32.0,32.0,0.0234375,0.0,0.0234375
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,0,C3_SEMANTIC_AND_CAPSULE,128,0,0,0,32,32.0,32.0,0,0.0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,0,C4_CAPSULE_MISSING,128,0.0390625,0.0390625,0.0390625,32,32.0,32.0,0.0390625,0.0,0.0390625
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,0,C5_SEMANTIC_PARTIAL_MASK,128,0.015625,0.015625,0.015625,32,32.0,32.0,0.015625,0.0,0.015625
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,0,C6_WRONG_VALID_CAPSULE,128,0.0078125,0.0078125,0.0078125,32,32.0,32.0,0.0078125,0.0,0.0078125
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,64,C0_CLEAN,128,0.0078125,0.0078125,0.0078125,32,32.0,32.0,0.0078125,0.0,0.0078125
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,64,C1_SEMANTIC_ONLY,128,0.015625,0.015625,0.015625,32,32.0,32.0,0.015625,0.0,0.015625
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,64,C2_CAPSULE_ONLY,128,0.0234375,0.0234375,0.0234375,32,32.0,32.0,0.0234375,0.0,0.0234375
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,128,0.0078125,0.0078125,0.0078125,32,32.0,32.0,0.0078125,0.0,0.0078125
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,64,C4_CAPSULE_MISSING,128,0.0078125,0.0078125,0.0078125,32,32.0,32.0,0.0078125,0.0,0.0078125
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,128,0.0234375,0.0234375,0.0234375,32,32.0,32.0,0.0234375,0.0,0.0234375
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,64,C6_WRONG_VALID_CAPSULE,128,0,0,0,32,32.0,32.0,0,0.0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,128,C0_CLEAN,128,0,0,0,32,32.0,32.0,0,0.0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,128,C1_SEMANTIC_ONLY,128,0,0,0,32,32.0,32.0,0,0.0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,128,C2_CAPSULE_ONLY,128,0.0078125,0.0078125,0.0078125,32,32.0,32.0,0.0078125,0.0,0.0078125
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,128,0.03125,0.03125,0.03125,32,32.0,32.0,0.03125,0.0,0.03125
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,128,C4_CAPSULE_MISSING,128,0.03125,0.03125,0.03125,32,32.0,32.0,0.03125,0.0,0.03125
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,128,0.015625,0.015625,0.015625,32,32.0,32.0,0.015625,0.0,0.015625
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_SEMANTIC_CAPACITY,128,C6_WRONG_VALID_CAPSULE,128,0.0078125,0.0078125,0.0078125,32,32.0,32.0,0.0078125,0.0,0.0078125
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,0,C0_CLEAN,128,0.0234375,0.0234375,0.0234375,32,32.0,32.0,0.0234375,0.0,0.0234375
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,0,C1_SEMANTIC_ONLY,128,0.0078125,0.0078125,0.0078125,32,32.0,32.0,0.0078125,0.0,0.0078125
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,0,C2_CAPSULE_ONLY,128,0,0,0,32,32.0,32.0,0,0.0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,0,C3_SEMANTIC_AND_CAPSULE,128,0.0234375,0.0234375,0.0234375,32,32.0,32.0,0.0234375,0.0,0.0234375
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,0,C4_CAPSULE_MISSING,128,0,0,0,32,32.0,32.0,0,0.0,0.0
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,0,C5_SEMANTIC_PARTIAL_MASK,128,0.0078125,0.0078125,0.0078125,32,32.0,32.0,0.0078125,0.0,0.0078125
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,0,C6_WRONG_VALID_CAPSULE,128,0.0078125,0.0078125,0.0078125,32,32.0,32.0,0.0078125,0.0,0.0078125
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,64,C0_CLEAN,128,0.015625,0.015625,0.015625,32,32.0,32.0,0.015625,0.0,0.015625
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,64,C1_SEMANTIC_ONLY,128,0.0390625,0.0390625,0.0390625,32,32.0,32.0,0.03125,0.0,0.03125
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,64,C2_CAPSULE_ONLY,128,0.015625,0.015625,0.015625,32,32.0,32.0,0.015625,0.0,0.015625
first-order-trace-coactivation-dev-v1,B6_random_bridge_control,FIXED_TOTAL_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,128,0.0078125,0.0078125,0.0078125,32,32.0,32.0,0.0078125,0.0,0.0078125
