schema_version,task_class,point_id,substrate,config_id,task_generation_time_sec,representation_materialization_time_sec,decoder_initialization_time_sec,decode_time_sec,end_to_end_time_sec,observation_bytes,codebook_bytes,decoder_state_bytes,peak_ram_bytes,peak_vram_bytes
level3-1-native-envelope-dev-v1,U1,u1_f3_m10,MAP,map_d1024,3.8528000001036844e-05,0.0035312689999997815,0.0004567930000014542,0.004848515000002607,0.00887510500000488,4096,122880,12408,1091084288,9112576
level3-1-native-envelope-dev-v1,U1,u1_f3_m10,MAP,map_d1024,3.3424999998032945e-05,0.001622342000000998,0.0002524619999988431,0.005638321999999363,0.007546550999997237,4096,122880,12408,1091084288,9112576
level3-1-native-envelope-dev-v1,U1,u1_f3_m10,MAP,map_d1024,2.962099999948009e-05,0.003103294000002421,0.00046629999999936445,0.004615664999999325,0.00821488000000059,4096,122880,12408,1091084288,9112576
level3-1-native-envelope-dev-v1,U1,u1_f3_m10,MAP,map_d1024,9.496999999925038e-05,0.00456723400000314,0.0002484590000015885,0.0037343989999989446,0.008645062000002923,4096,122880,12408,1091084288,9112576
level3-1-native-envelope-dev-v1,U1,u1_f3_m10,MAP,map_d1024,3.442599999914364e-05,0.001729710999999412,0.00028878499999862584,0.005548964999999129,0.00760188699999631,4096,122880,12408,1091084288,9112576
level3-1-native-envelope-dev-v1,U1,u1_f3_m10,BCF,bcf_d256_f3_b4_m10,0.00020354899999830423,0.002681222999999733,0.0385589710000005,0.04232619100000079,0.08376993399999932,1024,31200,3072,1091084288,8657920
level3-1-native-envelope-dev-v1,U1,u1_f3_m10,BCF,bcf_d256_f3_b4_m10,5.183800000096994e-05,0.0027782850000015458,0.03143139200000178,0.01883119800000088,0.053092713000005176,1024,31200,3072,1091084288,8692736
level3-1-native-envelope-dev-v1,U1,u1_f3_m10,BCF,bcf_d256_f3_b4_m10,3.1422999999364265e-05,0.001417010000000829,0.030881739000001573,0.02686695999999955,0.05919713200000132,1024,31200,3072,1091084288,8727552
level3-1-native-envelope-dev-v1,U1,u1_f3_m10,BCF,bcf_d256_f3_b4_m10,3.10219999981598e-05,0.0016084329999976887,0.03518690500000332,0.04549202500000149,0.08231838500000066,1024,31200,3072,1091084288,8762368
level3-1-native-envelope-dev-v1,U1,u1_f3_m10,BCF,bcf_d256_f3_b4_m10,3.052199999942218e-05,0.0013095420000013291,0.040015907000000794,0.02155274600000112,0.06290871700000267,1024,31200,3072,1091084288,8797184
level3-1-native-envelope-dev-v1,U1,u1_f3_m10,BCF,bcf_d256_f3_b4_m10,2.972200000073144e-05,0.0014875560000007226,0.03435256899999928,0.023002146999999695,0.05887199400000043,1024,31200,3072,1091084288,8832000
level3-1-native-envelope-dev-v1,U1,u1_f3_m10,BCF,bcf_d256_f3_b4_m10,2.9820999998264597e-05,0.0010994870000011758,0.03219802299999941,0.0317495490000006,0.06507687999999945,1024,31200,3072,1091084288,8866816
level3-1-native-envelope-dev-v1,U1,u1_f3_m10,BCF,bcf_d256_f3_b4_m10,2.8720999999620744e-05,0.0011709459999984517,0.03616932999999989,0.03394100199999883,0.0713099989999968,1024,31200,3072,1091084288,8901632
